song,artist,genres,lyrics
Everyday Struggle,The Notorious B.I.G.,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","[Chorus]
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)

[Verse 1]
I know how it feel to wake up fucked up
Pockets broke as hell, another rock to sell
People look at you like you's the user
Sellin' drugs to all the losers, mad buddha abuser
But they don't know about your stress-filled day
Baby on the way, mad bills to pay
That's why you drink Tanqueray, so you can reminisce
And wish you wasn't livin' so devilish, shit
I remember I was just like you
Smokin' blunts with my crew, flippin' over 62's
'Cause G-E-D wasn't B-I-G
I got P-A-I-D, that's why my moms hate me
She was forced to kick me out, no doubt
Then I figured out nicks went for 20s down South
Packed up my tools for my raw power move
Glock 19 for casket and flower moves
For chumps tryin' to stop my flow
And what they don't know will show on the autopsy
Went to see Papi to cop me a brick
Asked for some consignment, he wasn't tryin' to hear it
Smokin' mad Newports 'cause I'm due in court
For an assault that I caught in Bridgeport, New York
Catch me if you can like the Gingerbread Man
You better have your gat in hand, 'cause man
[Chorus]
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)

[Verse 2]
I had the master plan, I'm in the caravan on my way to Maryland
With my man Two-TECs to take over this projects
They call him Two-TECs, he tote two TECs
And when he start to bust, he like to ask, ""Who's next?""
I got my honey on the Amtrak with the crack
In the crack of her ass, two pounds of hash in the stash
I wait for hon to make some quick cash
I told her she could be lieutenant, bitch got gassed
At last, I'm literally loungin', black
Sittin' back, countin' double digit thousand stacks
Had to re-up, see what's up with my peeps
Toyota deal-athon had it cheap on the Jeeps
See who got smoked, what rumors was spread
Last I heard I was dead, with six to the head
Then I got the phone call, it couldn't hit me harder
We got infiltrated, like Nino at the Carter
Heard TEC got murdered in a town I never heard of
By some bitch named Alberta over nickel-plated burners
And my bitch swear to God she won't snitch
I told her when she hit the bricks I'll make the hooker rich
Conspiracy, she'll be home in three
Until then I looks out for the whole family
A true G, that's me, blowin' like a bubble
In the everyday struggle
[Chorus]
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)

[Verse 3]
I'm seein' body after body and our mayor Giuliani
Ain't tryin' to see no black man turn to John Gotti
My daughter use a potty so she's older now
Educated street knowledge, I'ma mold her now
Trick a little dough buyin' young girls fringes
Dealin' with the dope fiend binges, seein' syringes
In the veins, hard to explain how I maintain
The crack smoke make my brain feel so strange
Breakin' days on the set, no sweat
Drunk off Moët, can't bag yet because it's still wet
But when that dry, baggin' five at a time
I can clock about nine on the check cashin' line
I had the first and the third, rehearse, that's my word
Thick in the game, D's knew my first name
Should I quit? Shit no, even though they had me scared
Yo, they got a eight, I got a TEC with air holes
[Interlude: The Notorious B.I.G. & Puff Daddy]
And that's just how the shit go in the struggle, motherfucker
Hah, come on, what you say?

[Chorus]
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)
I don't wanna live no more
Sometimes I hear death knockin' at my front door
I'm livin' every day like a hustle, another drug to juggle
Another day, another struggle (Right)

[Outro: The Notorious B.I.G. & Puff Daddy]
Junior M.A.F.I.A. right
Yeah, rock on, woo!
Biggie Smalls, right
Junior M.A.F.I.A"
Lucy in the Sky with Diamonds,The Beatles,"['rock', 'blues', 'alternative', 'jazz', 'pop', 'metal']","[Verse 1]
Picture yourself in a boat on a river
With tangerine trees and marmalade skies
Somebody calls you, you answer quite slowly
A girl with kaleidoscope eyes

[Pre-Chorus 1]
Cellophane flowers of yellow and green
Towering over your head
Look for the girl with the sun in her eyes
And she's gone

[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh

[Verse 2]
Follow her down to a bridge by a fountain
Where rocking horse people eat marshmallow pies
Everyone smiles as you drift past the flowers
That grow so incredibly high
[Pre-Chorus 2]
Newspaper taxis appear on the shore
Waiting to take you away
Climb in the back with your head in the clouds
And you're gone

[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh

[Verse 3]
Picture yourself on a train in a station
With plasticine porters with looking glass ties
Suddenly, someone is there at the turnstile
The girl with kaleidoscope eyes

[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh

[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh"
Dueces Remix,Gk,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","Now when we first met,Iwas walkin on the sky cuz u gave me that look girl
Lockin on my eyes,Iwas stoppin on a dime
Cuz u a ten, and usuallyIdont even give a 9, damn u were fine
But the days of having sex, and puttin hickies on ur neck, are long gone so why you tryna hit me on a text
I was tryin to make it right, u were tryin pick a fight so fuck a hike
, take a flight, where u gonna stay tonite
Not in my house, not on my bed, not on my couch, yea thats whatIsaid
Im on some new shit
So quit actin stupid
U were once my everything, now u just two tits
U wanna break up
Then u wanna make up
I really dont understand
What you tryna say huh
U could find another man, im throwing up a duece, middle finger with the other hand, pointin right at u

I dont care to say it first, soImiss a lot of shit, andIcan say it hurts
But look, im movin onto something better, better, better
No more tryin to make it work
I guessIcan sayItried, and stayed alive
But now its all over time to say bye bye
Im showin u the peace sign, u jus want my tongue between it
So u can look and fantasize in the mean time

Ur not my girl, ur not a friend, ur not an enemy
I'mma take it like the beatles...let it be
Go with the flow, like im singing to a melody
ButIaint gonna front likeIaint thinkin about the memories
Like our first kiss, sittin on the futon
Trips to vegas, dippin in the yukon

But nowImoved on
Cut u like a coupon
And this the last time I'mma put u in a new song

Im not tryna chase u around , playin blues clues
I dont wanna hear you cry , boo hoo
Im feelin fresh like some brand new shoes
Cuz now im never stuck in a khatch 22

Yeaaaa.since the word is gonna get around, thatIaint tryna settle down,Imight as well tell ya now
ThatIfound a new chick..., ...we clicked so quick,its so sickIthoughtIgot hit by a cupid

We hopped in the car , she put me on her ipod
Listened to my remix of Oh my goddd
She said damn greg, u know how to flow baby
Now turn the music down and let me make u go crazy
She pulled her hair up
Took my pants off
U wanna know the rest
But we can't talk
So keep moving please,Iknow u losing sleep
ButIgotta keep doin what im doin...peaceeee"
Martha My Dear,The Beatles,"['rock', 'pop', 'alternative', 'blues', 'jazz', 'r&b', 'hip hop']","[Intro]

[Verse 1]
Martha, my dear
Though I spend my days in conversation
Please, remember me
Martha, my love
Don't forget me
Martha, my dear

[Bridge 1]
Hold your head up, you silly girl
Look what you've done
When you find yourself in the thick of it
Help yourself to a bit of what is all around you
Silly girl

[Bridge 2]
Take a good look around you
Take a good look, you're bound to see
That you and me were meant to be for each other
Silly girl
[Instrumental break]

[Bridge 1]
Hold your hand out, you silly girl
See what you've done
When you find yourself in the thick of it
Help yourself to a bit of what is all around you
Silly girl

[Verse 2]
Martha, my dear
You have always been my inspiration
Please, be good to me
Martha, my love
Don't forget me
Martha, my dear"
For No One,The Beatles,"['pop', 'alternative', 'jazz']","[Verse 1]
Your day breaks, your mind aches
You find that all her words of kindness linger on
When she no longer needs you

[Verse 2]
She wakes up, she makes up
She takes her time and doesn't feel she has to hurry
She no longer needs you

[Bridge]
And in her eyes, you see nothing
No sign of love behind the tears
Cried for no one
A love that should have lasted years

[Verse 3]
You want her, you need her
And yet you don't believe her when she says her love is dead
You think she needs you
[French Horn Solo: Alan Civil]

[Bridge]
And in her eyes you see nothing
No sign of love behind the tears
Cried for no one
A love that should have lasted years

[Verse 4]
You stay home, she goes out
She says that long ago she knew someone
But now he's gone, she doesn't need him

[Verse 5]
Your day breaks, your mind aches
There will be times when all the things she said will fill your head
You won't forget her

[Bridge]
And in her eyes you see nothing
No sign of love behind the tears
Cried for no one
A love that should have lasted years"
Not a Criminal Remix,Chamillionaire,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","(Intro)
Yeah...
G MIX!
Uhh... looks like a double win for me
It's a Ultimate Victory
Chamilitary Man

Everybody get low it's a stick up everybody get low everybody get low (x4)

[Hook]
Everywhere I go-o-o
Everywhere I go they look at me like a criminal
But I'm a C-E-O-O-O
I'm a C-E-O, I'm a self employed C-E-O
I already got dough-ough-ough
I already got dough but I think it's time for me to get more
I'm a C-E-O
I'm a C-E-O, I'm a self-employed C-E-O

I'm not a criminal
[Verse 1 - Chamillionaire]
Police telling me to turn my music down yeah
I used to talk fly to 'em now I'm flying Lear
Chamillitary we bout to knock this one outta here
Going, going, going gone, yeah
Some rappers just be acting like divas
I'm a young southern money making over-achiever
Make another cash deposit give the teller a seizure
So many cars I forgot like I got Chamnesia
Big paper yea I'm hearing them talking
But I ain't believing that because I'm hearing this often
Doo-doo-doo
This number you're calling
Has been disconnected cause the sucker ain't balling
I say what's on my mind, they act like its a crime
So get my lawyer on the line, I'll be doing some time
They're trying to bring me down, tell em they can keep trying
I need that Oprah Winfrey money you know I'm gon' get mine
On the grind I'm getting my green like a vegetarian
When we done, send them to the cemetery
Keep thinking I'ma lose, I ain't ever worried
I'll probably fall off the 15th of never worried

[Hook]

[Verse 2 - Snoop Dogg]
I've been a lot of places, seen a lot of faces
Caught a lot of cases, and beat most of them
I came in the back door and left through the front
Shining, glistening, smoking a blunt
Beef, hmm, speak and I'ma end it
Walk by the dance floor winking at the women
Gang of bitches sagging my pants
Baby girl on my dick, Why you grabbing my hand?
You almost grabbed the magnum P-I
Sorry baby-boo I'm on my mission about my B-I
Nah - I can't mess with that
Besides, I got a motherfucking jet to catch
I'm trying to be the first rap billionaire
As I, pull on an ounce with my nephew Chamillionaire
It's so easy to see- it's like McGrady and Kobe, pay me you owe me
Top dollar with the gold flea collar
Dipping in my blue Impala
Up and down the block
Non-stop I'm a hard pill to swallow, tough act to follow
Its the dogg-father nigga holla
[Hook]

[Verse 3 - Busta Rhymes]
BUSTA BUS! For short: B-U-S
You ain't know the number: B-O-S-S
C-E-O, address me properly mister
Portfolio be having multiple property pictures
62 meter long Maybachs with a chauffeur
Might negotiate your shares and invest it in Coca-Cola
I'm power moving money playing celebrity poker
On an island with bitch that just love to listen to Soca
Do different shit my money, I buy horses
Invest in a couple resorts and a couple golf courses
Before you go against me, I think you need to be cautious
Cause I got a lot of money and got a lot of resources
Chamillionaire, let us put together some cake
Quick on some Richard Branson shit and probably cop us a spaceship
Got a new A-K-A, *ching ching* Pardon!
I'm the new meaning of Profit Margin

[Hook]

Everybody get low, it's a stick up everybody get low (x2)

[Snoop Dogg Talking]
Now you know how I get down, man, let me count this money real quick
[Chamillionaire]
Not a criminal"
Eleanor Rigby,The Beatles,"['rock', 'pop', 'alternative', 'blues', 'jazz', 'r&b', 'hip hop']","[Intro: Paul McCartney, John Lennon & George Harrison]
Ah, look at all the lonely people!
Ah, look at all the lonely people!

[Verse 1: Paul McCartney]
Eleanor Rigby
Picks up the rice in the church where a wedding has been
Lives in a dream
Waits at the window
Wearing the face that she keeps in a jar by the door
Who is it for?

[Chorus: Paul McCartney]
All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?

[Verse 2: Paul McCartney]
Father McKenzie
Writing the words of a sermon that no one will hear
No one comes near
Look at him working
Darning his socks in the night when there's nobody there
What does he care?
[Chorus: Paul McCartney]
All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?

[Bridge: Paul McCartney, John Lennon & George Harrison]
Ah, look at all the lonely people!
Ah, look at all the lonely people!

[Verse 3: Paul McCartney]
Eleanor Rigby
Died in the church and was buried along with her name
Nobody came
Father McKenzie
Wiping the dirt from his hands as he walks from the grave
No one was saved

[Outro: Paul McCartney]
All the lonely people (Ah, look at all the lonely people!)
Where do they all come from?
All the lonely people (Ah, look at all the lonely people!)
Where do they all belong?"
Lay Low,Snoop Dogg,"['hip hop', 'r&b', 'pop', 'alternative', 'jazz', 'blues']","[Intro: Snoop Dogg]
Yo what's Crip-a-lat'n, this big Snoop Dogg
Leave your name and your number at the motherfucking beep
If this one of my hoes, two-way me

[Dr. Dre]
Ay ay Snoop whattup, this your nigga Dre
Ay man I was thinking I ain't said shit on your whole motherfucking album
So check it out, put this on there:
All you motherfucking haters out there, can suck my motherfucking dick!
And we still smoking, what?!

[Hook: Nate Dogg]
For the nigga who be talking loud and holding his dick, talking shit
He better lay low
For the bitch that said I shot some shit up out of my dick, now she sick
She better lay low
For the niggas who be claiming my hood
And really ain't from my gang, better lay low
I hope he don't be thinking I'm just talking
And I won't do a thing, really hope so
[Snoop Dogg]
Lay low, nobody move until I say so
Limo tint rolling deep like the President
See I don't go to clubs, I never chase a bitch
I'm here to bang that gangsta shit till the apocalypse
We call it stress, some of y'all call it chocolate
Return of the Top Dogg, and ain't no stopping this
Whatever the case, I ain't trying to catch it
Lay low, blow big dope, and slang records
Unseen but well heard, do not disturb
The only reason you alive cause I ain't sent the word
I flip, faster than birds, Snoop Dogg will emerge
From the smoke and go loc, you shouldn't provoke
I bring the worst from the L.B.C
Smash motherfuckers thinking they gonna smash on me
Snoop and Dre give a fuck about what y'all say
From the World's Most Dangerous Group, N.W.A

[Butch Cassidy]
Our rise, it was no surprise
I always knew these fools would trip
Hating, faking, scheming on mine
And on the down low talkin shit
Best move cause I refuse to lose
No matter which damn road I choose
So lay low cause you might be bruised
Top story on the evening news
I ain't for games, so if you wanna play 'em lay low
Lay down on the floor
I'm in a rage, so if we gotta do this let me know
That's what I came fo'
[Goldie Loc]
Where that nigga who be talking shit
He don't come around no more because I fucked his bitch
I made her suck my dick, while I was squeezing the tits
Then I hit it from the back, gripped tight on them hips
She tried to make me cum, but I was trying to take her home
Dropped her off and seen you fishing on your raggedy Brougham
Coulda thumped you in your dome (you little fag)
And don't sag too hard, you show everybody your thong

[Tray Deee]
Booyaka booyaka, we bring it straight to ya
From 22's to Luger's the shit that shoot through ya
Who you motherfuckers think the Top Dogg bang with
The same clique he came with and made the game flip
Now niggas grow they hair, hold they stare and act hard
That's even tho' your CEO talk shit get slapped hard
The backyard is where we get our scrap on
The black car drive by then you get capped on

[Master P]
Whassup pimping, it's P and Snoop
With Dre on the beat, this ain't nothing but loot
They call me Jed Clampett for all the bread I got
But they call me Bill Clinton for all the head I got
I keeps it realer, cause I'm all about my scrilla
The ladies love me cause I'm a million dolla hitta
It's, No Limit til I D-I-E
C-P-3, or Richmond, Cali's where I be
[Hook: Nate Dogg]
For the nigga who be talking loud and holding his dick, talking shit
He better lay low
For the bitch that said I shot some shit up out of my dick, now she sick
She better lay low
For the niggas who be claiming my hood
And really ain't from my gang, better lay low
I hope he don't be thinking I'm just talking
And I won't do a thing, really hope so"
Beasts from the East,Lost Boyz,['hip hop'],"[Pre-Intro: Mr. Cheeks]
""The forecast: showers heavy at times with occasional thunderstorms today and a high of 89 degrees""
The cops said to me, ""yo kid""
""Partial clearing and a low of 74""
Damn! Kghhh!

[Intro: Mr. Cheeks]
Basically, kid
Word, Ren zone, wanna hit?
Queens!
This microphone I got some of this
You know how many member L.B. Tran, get motherfuckin' biz
Along on this track, we got the funk Doctor Spot
Canibus and A+ from far-sized block
Yo, yo, yo, yo, Bink Dawg locks it down

[Verse 1: Mr. Cheeks]
Yo, we come through like bulls, see, ’cause niggas takin' two pulls and pass
Nigga, watch your back once you talk out your ass
I pack a .380 in my stash for protection
Family to raise, the world is acting crazed
I never thought I'd make it, it was hectic when I scrambled
On point like a knife, I'm takin' life as a gamble
Livin' in the rotten apple, yo where every core is rotten
All my niggas, rest in peace, ya see you gone but not forgotten
Now my main wifey, deaded shady chicks
Official Lost Boyz since the year of '86
And fuck these crooked niggas I could kill em with the passion
At times I feel like blastin' in Jamaican Queens fashion
You think you can fuck around, but kid you're just thinking
It's over when I'm sober, imagine when I'm drinking
Without blinking man, I'll tear your crew like pages
I’ll rip you from the backyards, parks and on stages
[Verse 2: A+]
Yo, A+ the lyrically superb one, spittin' rhymes
Off the top of the tongue to burn ya ear drums
Rockin' shit, make the opposite team call a time out
Knocking niggas three times my size out
The crowd loves me, so when I ain't around they ask for me
I buckle up and catch wreck like a crash dummy
For the fast money, I get up in that ass money
The fact you tryna test me kinda bugs me
I leave crews fed up, like handicap niggas tryna get up
Emcees get wet up with lyrical gun pellets
I blow up the spot when it's time to rock
I speak out my voice box and peak out at a hundred watts
Who wanna cipher? I get dumb
Word to my mother, the father, the holy ghost, and Rev Run
When it's all said and done, I end the service
Concoctin' the type of verses average MC's seem to worship

[Interlude: Redman, Canibus]
Yo, yo, yo, yo, yo, Big Dog! Turn the track off!
Fuck how you feel
Yo fake MC's, step to the rear!
Fuck how the lyrical skills get
Yo real MC's, bring this shit up north!

[Verse 3: Redman]
My style is Milk of Magnesia, clutch the five speed and bust
The more the merrier, secure the area
My La Familia is ultimate superior
We don't jack cars, we jack for aircraft carriers
I bounce like trampolines when I be blowing the fiends to pieces
Hem 'em like sewing machines and Jesus
When the shadows of the barrel pointing out my boy Camaro
I get punished like Pharaoh for splittin'
You're better off singin' Christmas carols for Christmas
Because I'm on point like bow and arrow equipment
The president of chicken head conventions
I give you a deluxe Ku Klux lynchin'
I got a headache from the stress, success, not wearing a vest
5-11 for being dirty and court's at 9:30
Yo, Mr.Cheeks, I made this bitch call police
She tried swallowing a nine piece, forgot the warranty on false teeth
I return like Makaveli on 18 inch Pirelli's
Assault and battery like my palms is Eveready
Sharp as machete's, matter of fact I slap for cognac, can the beef heavy
[Verse 4: Canibus]
Canibus brings the sickest drama, fierce enough to pierce the thickest armor
I smack bitches who try to suck dick through a condom
Playing with the mic is something I won't do
My only concern when I approach you is to roast you
I smoke you and whoever you standing close to
And make every man in your crew deny that he knows you
Defeating niggas like Seagal Steven
Putting MCs in positions to prevent 'em from breathing
I'll make you question any and everything you've ever believed in
By peeping your deepest secrets like psychic readers
What's the matter with y'all?
I splatter y'all against the motherfucking wall with these raw lyrics I catapult
None of y'all got the balls big enough to battle
I go ""On and On"" like Erykah Badu
A hundred times nicer than the best is
Twice as African as KRS is, who wanna test this?
Fuck y'all, you don't impress me and no one can test me
An MC so ill, I got AIDS scared to catch me
All that shit you popping will stop when I put you in a headlock
And apply pressure until I crush your motherfucking noggin
I grab mics and push niggas to the left
So fast their hearts end up on the right side of their chests
My hypothesis is that nobody can see this
Lyrical genius, I got it sown like a seamstress
But if you want to battle, I'm down
If you got nine lives, I'll take eight of them off your hands right now
Step up and get your neck cut from ear to ear
If you survive, then you can cover your scar with a beard
I'm the illest from Queens to the new Jerusalem briddicks
Anyone who ain't feeling my shidick can suck my didick
You need to quit it, if you ain't spittin'
More than fifty bars per minute 'cause you ain't in lyrical fitness
Kicking boring raps with metaphors that's wack
All of y'all motherfuckers need NordicTrack
To get ya weight up, fuckin' with Canibus you get ate up
Get beat down and sprayed up, just for bringing my name up
Been rocking longer than niggas twice my age
Back in the days before Bob Marley was rockin' a fade
Before Honest Abe signed the paper that freed slaves
Before Neanderthals was drawing on walls in caves
I existed, in the garden of Eden gettin' lifted
Sticking dick to Eve before she was Adam's mistress
Before Christ created Christmas, I been in lyrical fitness
The Canibus is spitting till he's spitless
Fifty bars of total sickness, you won't forget this
I'm putting every wack Emcee alive on my shit list
Verbally vicious, telekinetically gifted
Took you a minute to exhibit that I'm sick wit it
Now you tell me who you think is damaging shit
Going once, going twice, sold to that nigga named Canibus
Me and Mr. Cheeks, A+, and Funk Doctor
Hopping out the Huey copter to suey chop ya
[Outro: Canibus]
Group Home and Def Squad
Nine-Seven, nigga"
Budweiser Superfest Freestyle,DJ Mister Cee,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","[Verse 1: Scoob]
Check it, check it, check it, check it!
This here for the motherfuckin record
Here we here we here we go, here we here we go
Can I can I can I kick a motherfuckin flow
Chitty chitty bang bang, I chitty bang bang
Motherfuckin niggas can't hang
Well oh no, look at the cloud, it's gonna rain
But I don't give a fuck I'm letting niggas know they can't hang
Don't give me no lip, don't give me no backtalk, yeah break North
Don't make me get my gun and blow your motherfuckin head off
Once again, niggas know my style, God damn it
Unless it's on the cut so give me the mic and watch me slam it
Hard like Shaquille, oh you better kneel
When you see me comin, Big Scoob got em runnin
Sex when I flex I catch wreck on the world tour
With dough in my pockets big like the Biscuits in CB4
Set up a contest, I'm coming, I'm taking the dough
They wouldn't pick you even if you had a afro
So don't try me, you better walk by me
I'll do you like the first part in Menace II Society
Like Cypress Hill, yo, I'm insane
I'll shoot a hole in your toe
I'll make you jump like the House of Pain
Bang biggy bang biggy bang bang
Niggas can't hang, niggas can't hang
Bang biggy bang biggy bang bang, motherfuckin niggas can't hang
[Verse 2: The Notorious B.I.G.]
Where Brooklyn at? Where Brooklyn at?
Where Brooklyn at? Where Brooklyn at?
We gonna do it like this
Anytime you're ready, check it:
I got seven Mac 11's, about eight 38's
Nine 9's, ten MAC-10's, the shit never ends
You can't touch my riches
Even if you had MC Hammer and them 357 bitches
Biggie Smalls the millionaire, the mansion, the yacht
The two weed spots, the two hot Glocks
That's how I got the weed spot
I shot dread in the head, took the bread and the lambsbread
Little Gotti got the shotty to your body
So don't resist, or you might miss Christmas
I tote guns,I make number runs
I give mc's the runs, drippin'
When I throw my clip in the AK, I slay from far away
Everybody hit the d-e-c-k
My slow flow's remarkable, peace to Mateo
Now we smoke weed like Tony Montana sniffed the yayo
That's crazy blunts, mad L's
My voice excels from the avenue to jail cells
Oh my god, I'm dropping shit like a pigeon
I hope you're listenin', smackin' babies at their Christenin'
[Verse 3: 2Pac]
Yeah, where the motherfuckin thugs at?
Throw up your motherfuckin middle finger
We gonna do this shit like this
I thank the lord for my many blessings, though I'm stressin
Keep a vest for protection, from the barrel of a Smith & Wesson
And all my niggas in the pen, here we go again
Ain't nothing separating us but my MAC-10
Born in the ghetto as a hustler, older
A straight soldier, buckin at the bustas
No matter how you try, niggas never die
We just retaliate with hate, then we multiply
You see me striking down the block, hitting corners
Mobbing like a motherfucker, living like I wanna
And ain't no stopping at the red lights, I'm sideways
Thug life, motherfucker crime pays
Let the cops put their lights on: chase me nigga!
Zig zaggin' through the freeway: race me nigga!
In a high speed chase with the law
The realest motherfucker that you ever saw

[Verse 4: Shyheim]
Yo, this goes out to everybody from Staten Island
(Ah Mister Cee, and you don't stop)
Yo, times is getting hard, word is bond, I swear to God
I even got caught trying to steal from the junkyard
A born terror, a rebel without a pause
I never had a good Christmas, so who is Santa Claus
I walk the streets at night with my head down
In this lil town you see clowns that wanna be down
So they get a Glock and lick shots to get props
And when shit rocks all you can hear when the shells drop
An old man got shot in the parking lot
In front of my building I hang with his grandchildren
And for the nigga that pulled the trigger then tried to slide
And hide, but he got knocked by the homicide
And this happens everyday around my way
So I pray that I can live another day
[Kane] This how we gonna do it, hold up Cee, aiyyo, let's try this
[Shy] Staten Island in the motherfuckin house!
Wassup, Wu-Tang Clan in here or what?

[Verse 5: Big Daddy Kane]
Now what's the bullshit niggas been saying
Dont try to act like Martin now with that ""I was just playin!""
No need to grieve for more, now that the beef is on
Uhh!! Oh yeah motherfucker, your teeth is gone
Just cause you rap don't meant that you're catching wreck with me
Step to this I'll give your mic a vasectomy
I only know one nigga that can come next to me
No, that's a tattle, cause I can't count my own shadow
A battle, I gots to have it, 'lest you're gonna rob me
Like they did, Whittaker when he fought Chavez
Cause when it comes to going against Kane rappin
That's like a pimp trying to pull a nun, ain't nothing happenin
Non-resistible, non compatible
I'm not saying I'm the best, I'm just saying I'm fuckin incredible
And let's just get one more thing understood
If I fart on a record, trust me nigga, that shit gon' sound good"
Starving Artist,Adam WarRock,"['hip hop', 'r&b', 'pop', 'jazz', 'alternative', 'blues', 'rock']","Cause every man's gotta do that thing to eat
Before he finds himself face down, passed out in the street
But I ain't down for this industry
9 to 5 to stay alive even though it's killing me

And I'm hungry for the limelight
Hungry for the high life, thirsty for the fine wine
And I'm hungry for that microphone
Hungry for the live shows
Thirsty at the finish line

Starving artists follow your heart
I know sometimes getting started's like
The hardest part
But I'll die starving to follow this mark
And I'm going hungry

Now tell me why you would ever want
To live a life where all you're doing
Is passing time until you die?
And if I struggle, then I struggle for
The things that I'm trying to accomplish
Before the finish line. Yeah
I know you feel like every chance that
You ever had to do the things you love
Is all gone without a trace
But it's the echoes of the past
And the happier times you had
Trying to escape show in lines
Across your face. And I trace em together
Your face a constellation
Drawn every morning through the steam
After my shower's done
And there's some major to minor
Instead I'm sick of waiting
Pointing straight to the sun
I'll show you how it's done
And I'm trying hard to reach you
Blowing through your speakers
Trying to get inside your mind
And I'm dying just to break through
Still I gotta eat, too
Still I gotta get by

And if I shine, then you shine right back
And we all in this together
If you feeling life is still a dream
And me? I'm floating down the river
And I ain't looking back!
While I see packs of rats
Trying to swim upstream
Mind is much clearer, life is so realer
Wine is much sweeter
Pancakes with the syrup!
Cause one day, none of this will every matter
In the long run
DJ in Heaven keeping track of
How many times your song's spun
But in a moment it's history we create
With misery we replace so to
Busy us in our day. And still you just
Can't mistake the way that it feels to say
""I love this song"" and watching the grin
Spread on our face. Yeah!
That's that shit that's worth living for
Adam got a sicker flow
Similar to the kitchen though
Sometimes I swear, it's like I feel
I'm on a mission, so had to break out
In flight because I feel like I'm in a prison, yo
And life is nothing perfect, present tense
Cause art is Heaven sent. I went from lawyer
To being my own employer, man
That's why I need to pedal wares and sell my
Single. So please excuse the shameless self-promotion
Over strings and snares. Yeah
You can give to your heart's content
I'm simply without repentance
I'm needing like every cent
I need it to pay the rent
I need it for live events
I need it to pay the bills
For the money already spent"
