song,artist,genres,lyrics
Over Remix,King Los,"['hip hop', 'r&b']","[Verse 1: Los]
I'm really on my bullshit, I'm an asshole
The way a nigga shining, I don't even have a shadow
I'm too bright to follow, your boo like to swallow
She come rub my wood first, do like Apollo
You too light, too shallow, who you call fight here?
Any less feeling and your raps would be a light beer
I got ‘em by a light year, and yeah I really got it
You the last day of a period, nigga you barely spotted
I'm murder on a notepad, your favorite rappers toe-tag
And jewelry, Louie V shoe, belt, coat, bag
Fresh off the boat swag, wavy than a motherfucker
My raps Roc (rock) Nations, no Jay-Z in this motherfucker
Okay, nigga get ya weight up, you frail and embarrassing
You ain't nothing like Los, you pale in comparison
Never go against Los, hail him and cherish him
I'm soning rappers, how the fuck I fail to encourage ‘em?
Your garments is awful, try to shop where I shop
Your pockets'll break fast, omelets and waffles
Make bread, break bread, I bring mine to dinner
Hit the Gucci store and cop the spring line in the winter
I buy what you lease out, you dream what I rent out
Basement ass niggas always screaming at the penthouse
Piss me off, I'mma start naming niggas now
And anybody can get it like I'm aiming in the crowd
Put a lion in a cage, you can't tame him if he wild
You can strap me to a gurney, you can chain a nigga down
If a gangster nigga quiet, and the lamest niggas loud
Then a silence on the scope and I'm aiming for the crown
Motherfucker
[Hook]
I see way too many haters here right now
That I didn't see last year, who the fuck are y'all?
I swear it feels like the last few months
They been overlooking me but, I feel I'm better than them all
So what are you doing? What are you doing?
You ain't doing shit if you ain't signing me
‘Cause I'm doing me, I'm on the top right now man
And this where I'm gon be till it's over
Till it's over and your career is over

[Verse 2: Los]
Okay, shout out to my niggas that was really in the feds
That been fucking with me since I ripped A Milli in shreds
When the Glock click, my clique was really getting bread
Benz, cool Range Rov, hit him in the head
When it come to the flow, I kill a nigga dead
Like bears if you catch any gorillas in your bed
I ain't finna get his scrilla, nigga silly in the head
Hit the rap game, make a couple milli then I fled
Then I'm long gone, N-Y, M-I-A, Hong Kong
DC, A-T-L on chrome, no dome
Wherever I ride, wherever I slide
I'm good, I'm great at whatever I try
I'm clever, I'm better forever, I'm fly, if ever you by my side
Just pick up a pen and a pad and I'll leave you some swag
Then you can brag and back up all that talk you got
Telling niggas all that heart you got
You say you the Uno, you know we pull niggas cards a lot
Boy don't even start it, stop, please don't get me started, stop
‘Cause soon as I start it, stop, I wreck shit from start to stop
From the day they left my father shot
Yeah that was my baddest year, my worst and my saddest year
But I am still standing here, now let's get my status clear
Nigga, I am over everything like the stratosphere
Nigga
[Hook]"
Number One,Laws,"['hip hop', 'r&b']","[Hook]
They think I’m doing this just for fun
I’m going in, I wanna be number one
Two’s a bad look and one I want
I’m such a G, I wanna be number one
They think I’m doing this just for fun
I’m going in, I wanna be number one
Two’s a bad look and one I want
I’m such a G, I wanna be number one

[Verse 1: Laws]
Ay, I don’t want the responsibility
I’m saving a dying culture from all the philistines
And still it seems I'mma have to be the party stopper
They say that once you in the zone, then it’s hard to stop
I'mma A class, ahead of my peers
I’m near the next weight class, I’m aiming for them harder boxers
I used to live in debt, now I resurrect the game
Till we all the living dead, deadly as a cigarette
Smoking while the Nicorette's poking out ya shirt sleeve
These are my trophies, I deserve these
I bet my life savings if you heard me before your current favorite rapper
You diss ‘em and then encourage me
Despite my proper way of speaking, I’m feeling prejudice currently
‘Cause Laws Brown like Murphy so I gotta be number one off my etiquette
Parade with confetti through the land of the confederates
[Hook]

[Verse 2: Jay Rock]
Look, I’m number one, zero don’t count
Dracula when I bite into this bitch, you see the blood come
I’m on one, you wack rappers y'all on two
Yeah motherfucker I said it so what you gon’ do?
My city, I’m the one in the town
I’m the king, matter of fact, I’m loving the crown
Nigga, it's Top Dawg, we the best is the pound
West Coast motherfucker, know you loving the sound
Now number one that I am, hit your town
Take your bitch down up in the Hyatt
You see some ranches, know that I pull my bulls out
Keep heavy metal like Uncle Jesse off Full House
A train on tracks, heavy on fire, I’m too dope for y’all so don’t try it
I ain’t the one to be dissing, if I’m the one that you dissing
You gonna be missing with them vicious, nigga I’m the one

[Hook]

[Verse 3: Laws]
I want my mama watching TV and seeing me dressed up
Living out my dreams, looking so clean in my pressed tux
And to make it happen, I’ll keep on beating the rest up
Overeating like I’m dreaming of being the next Pun
Or is it the first Laws rather be a trendsetter
Thinking you a boss ‘cause you people steady spend cheddar
The way you fake cats steady put on an act
I'mma have to put on a mask and be rap’s V for Vendetta
You so scary that you scare me to sleep
My voice high, making any comparisons is weak
The second after I drop, I hope your carelessness will cease
‘Cause you’ll have to run it back and start comparing them to me
I wonder if you got a fan that’s not inebriated
I’m the best period, your plans just got abbreviated
For anybody that does not know me as Laws
You can call me Simon ‘cause your song and dance is not appreciated"
Topless,Dr. Dre,"['hip hop', 'r&b']","[Verse 1: Eminem as Dr. Dre]
My motto is live by the bottle
So why is my supply low, bring in a truckload with a high-low
Stay grounded but I still reach for the sky though
Ghetto idol I think, but what do I know
Shit I know a lot more than I should
The hood stood by me just like I thought it would
Dont act like I'm Hollywood when I probably could
I don't polly, Mohammed Ali of rap, I don't lolly gag
West Coast, the home of the body-bag
The shotty, the Mag Los Angeles, where the party at
You can catch me anywhere where there's Bacardi at
Yeah, Andre is back so have a cardiac
Started back with the black Raiders starter cap
Gangsta rap, we practically fuckin' started that
Everyday with this game I'm gettin' smarter at
Sky's the limit so everytime I get on a track

[Hook: Dr. Dre]
Guns blaze when I shine
Nigga wish quick, no startin' I'm the shootin' kind
Front page all the time
You boys think sick but I ain't got no roof on mine
I drink topless, I live topless
Like my girl is the game with her titties out
I drink topless, I live topless
Sky’s the limit I’m paid to run the city now
[Verse 2: Nas]
Your skin's your travelin' bag of your existence
Yours is shabby and scab while mines glistenin'
Vivid on my skin how many continents I’ve visit then
You could journey with me to different places by listenin'
Shittin' on 'em, ya brother got it covered
We can slug it, knuckle it however you want I love it
A hustler's wit, the grit the grind
My genetic code make-up, murderer by design
On mayan calendar time when night meets day
I’m in a light grey Bugatti like a high-speed chase
Adrenaline like jogger the jump in rope in place
The Muhammad Ali hobbies no pilates tryna keep the ocean by me
Hit a rich man’s wife see what these hoes can buy me
Lookin' forward but it’s nice to see the road behind me
Hotel’s a seven star, baguette's glowin'
Keep your lid yet dawg the private jet boeing topless

[Hook]"
Omaha Mall,Justin Bieber,['pop'],"[Intro]
Kenny Hamilton, tell them how it is
Okay, we better do this again, the official version
This ain't none of that YouTube stuff man
DJ Tay James, we know the DJ.com
Shout out to my homeboy JB, it's Kenny Mac
We finna do this, Omaha Mall 2010
Let's show you how we about to get in, hey
Let's go

[Chorus]
Omaha mall, Omaha mall
You know that we ball at the Oma-ha mall
Omaha mall, Omaha mall
You know that we ball at the Omaha mall, mall, mall, mall, mall

[Verse 1]
Yeah, I ball Omaha mall, 5 feet tall but I still do it all
Yeah I get it in, take them Benjamins, then I spend it all at the Omaha mall
Yeah we're in a mall, mall, we are doing it huge
We are spending cash, looking for some sick shoes
Yeah we're at the mall, mall, yeah we're in my world, world
Yeah we got our shoes and now we're looking for some girls, girls
Omaha mall, yeah this beat rocks
Yeah we're rolling down the mall, trying to find a G-Shock
Yo, there some girls, they look good from afar
But you never know at the Omaha mall
I've been to LA, New York, I've done it all
But none of it compares to the Omaha mall
[Chorus]
Omaha mall, Omaha mall
You know that we ball at the Omaha mall
You know I'mma star, you know I'mma star
You know, that we ball at the Omaha mall
You know I'mma star, you know I'mma star
You know that we ball at the Omaha mall

[Interlude]
You already know what it is
WeknowtheDJ.com, DJ Tay James
Ry Good, tell them what it is shawty

[Verse 2]
Omaha mall, Omaha mall
See how we ball at the Omaha mall
Now we're at the food court tryna get some Sbarro's
Hey there, Justin, you got a dollar I can borrow? Yeah I do
Maybe get a burger, a sweet-n-sour chicken
Now I'm walking out cause it's so finger-licking
Hey, girl we're balling, yeah, girl we're balling
What did I just say? Yeah, we're Omaha malling
Shift my attention
Now, I'm 'bout to go to Baby Gap
Get my little sister something
Maybe a sweet Baby Gap cap, cap, cap, cap, cap, cap
Wait, hold on, we might as well go to Livs
[Chorus]
Omaha mall, Omaha mall
You know that we ball at the Omaha mall
Omaha mall, Omaha mall
You know that we ball at the Omaha mall, mall, mall, mall, mall, ball, ball, ball, ball"
Pistol Pistol Remix,Obie Trice,"['hip hop', 'r&b']","[Intro: Eminem & Obie Trice]
O. Trice, come on!
Yeah
You niggas got me
I'ma get 'em
It ain't over

[Hook: Obie Trice]
You can catch me in the whip wit' a fifth of pimp juice (Yeah!)
Then I'm poppin' the clip, 'bout to fix this issue (Woo!)
You pray that I don't hit, I ain't equipped to miss you (No!)
You're gonna need an ambulance to stitch your tissue (Nigga!)
Or either have a bag on your hip to shit through (Ha!)
You seen us on the ave, anxious to get you ([?])
But my penis is a mag, when I lif', it hits you (Da-da-da-da!)
'Cause I don't go nowhere without my pistol pistol

[Verse: Obie Trice]
I solemnly swear on my daughter's tears (Swear, uh)
The nigga that got him in the head'll feel it before the year ends (That's right)
Hope you inconspicuous, my friend
'Cause once the word get back, you in a world of sin (Sin)
Bullets will hurdle at him for tryna murder what's
Been determined as the first solo African (Me!)
To go platinum where the accident happened at
Well, maggots, I'm alive with vengeance to get back (Get back!)
My mama blood pressure was affected from that (Uh)
My little girl need her daddy on the phone at a certain time
Exact now, and niggas act wild (Foul)
But when the MAC come out, y'all niggas exile (Blaow!)
And I don't wanna hear X-Y-Z
I'm X'ing out your whole entity for tryin' to kill me (Me, nigga)
Filthy motherfuckers, I'll show you what real be (Real be, nigga)
When these HTB's light up your kidneys (Woo!)
I'm so sincere, you see in a hearse this year
It's not a verse, it's a curse from birth, and what's on your person over here? (What?)
This is Obie, hear him clear, niggas beware
We're coming at you with firearms in air (Yeah, nigga!)
And your purpose so superfluous, how could I be merciful
When murkin' me's a mercenary's goal? (Uh)
Nigga, I got paper, I'll have your ass urgently exposed (What?)
No emergency's bringin' back your souls
Slugs shatter your bones for pat-pattin' me in the dome
Learn this patter-in, we catch him at home, he wrong
That's when automatics sporadically catch him in the abdomen
Another dirty motherfucker's gone (Yeah!)
[Hook: Obie Trice]
You can catch me in the whip wit' a fifth of pimp juice (Yeah!)
Then I'm poppin' the clip, 'bout to fix this issue (Woo!)
You pray that I don't hit, I ain't equipped to miss you (No!)
You're gonna need an ambulance to stitch your tissue (Nigga!)
Or either have a bag on your hip to shit through (Ha!)
You seen us on the ave, anxious to get you ([?])
But my penis is a mag, when I lif', it hits you (Da-da-da-da!)
'Cause I don't go nowhere without my pistol pistol

[Outro: Obie Trice]
""Second Round's on Me""
(Robbin', shootin', killin', murder)
Oh shit, run!
(Robbin', shootin', killin', murder)"
GNG BNG,Blu,"['hip hop', 'r&b']","Big Boss Hog
Sauce talks parmesan wallets in my back pocket
Sag 'til my pants drop quit it
It is not wise to try to rise against me
Vintage In The 09 And Im Already Behind Christ Up In This
And Im Only TwentyFo' Ho
Going On Ninety Nine Bar Rhyme Tantrums
Labels Can't Stand'em
Cause I Dont Use Standards
Kept Her Last Pair Of Knickers In The Hamper
Santa With The Gifts, Its A Holiday
Giving Away Dollars To My Mama When She Do Not Need A Penny
Minnie Mouse Mouthing Mickey Like Fuck Yo Couch
Im Leave My BootPrints And Blue Prints All In Ya House
Keep Ya Two Cents
Save It For Ya Bathing Ape Hoodies And What Not
Touch Top Model s And Tongue Twat
Ya Boys Dont Eat Kooch Cause Them Bitches With'em Is Two Loose
My Chicks Clits Tighter Than A Jew Tryna Do Scrooge McDuck
Abduct The Funk
Tryna Fuck On The Mothership And Give Birth To The First Blu Skin Niggas On Earth
Have Church With Smurfs & Wipe Smirks Off The Face Of Jerks
Jerking off to the frame of some Baywatch bitch on the beach
With my beef jerky out in the open,Smoking Keesh
So Danky That It Stank Like A Queef From Ya Antie
Niggas Want They Beats Laced Pay Me Then Thank Me
Angry As A Black Man Standing On The Planet
Knowing Damn Well It Should've Been Handed To Me Years Ago
But Oh Well Here We Go
Cheerio Box Cereal Killer
Just To Get The Prize In The Center
Super Supreme
Chicken Soup Soothing Feeling That U Feeling In Ya Boom Box
Healing Them Goons Got
They Women & The Children Bending Spoons
In Tuned With Them Niggas From The Moon
Doom From The cradle
Brothers Killing Brothers Like Able & Caine
Fuck'd They Mainframes Up & Then Changed Things
Since Then Niggas Been on Some Old Gaang Bng
Slang Death To You For A Few Hots
And Do You For A Few More
Itis Eyes Looking For Loop Holes
But I Despise Private Eyes Just As Much As Nine To Fives
Cause Its So Many Fine Wives To Pick From
Fuck ItThen, Mo For Me Polygamy Foursomes
Backyard Banging Like Dope Drums
Higher Than The Level On The Waves When Lo's Bump
Came Into This Game Like Fo' Fun But So Lo Fi
Sci Fi For EarDrums Provided By The Fly
Blind Eye with them Simplified Rhymes
Time"
I Hate Parties,Charles Hamilton,"['hip hop', 'r&b']","[Intro]
You ever find yourself at a club and you're bouncing like, double time to a beat like this?
I don't

[Verse 1]
I hate parties, I ain't even gonna front
But the DJ threw the song, so I see this what you want
Get to leaning in the front, get to bouncing in the back
Show my face for a minute, then I'm bouncing through the back
Cause I'm out, I'm in the lab making another song with substance
But since I'm here I might as well just do this dumb shit
So where my ladies at? The smoking section
If you get high enough you could hold my erection
Cause I'm fly, sky high
I'm a lady killer call me Mr. Brightside
Cause I shine when I black, night sky
A prick on my records, but I'm a really nice guy
Why this nigga wanna front? What the hell this nigga want
From me and his bitch? I will get this nigga jumped
I'm from Harlem, but the South got the bounce right now
So I'mma spit like I got a grill in my mouth right now
[Hook]
That's what you wanna hear, that's what you gonna hear
If you don't like it why the hell would you come in here?
That's what you wanna hear, that's what you gonna hear
If you don't like it, why the hell would you come in here?
Sick of chillin', now it's time to get out of character
Sick of chillin', now it's time to get out of character
Sick of chillin', now it's time to get out of character
Sick of chillin', now it's time to get out of character

[Verse 2]
Chicken wings, candy paint
The color of my drank is the color of the paint
Don't say you ballin' little homie, when you know you ain't
Your Rolly fake, That ain't a Jacob that's a jake
Got a can of Budweiser don't tell me that I can't drank
You must not know my name
Charles Hamilton Yeah I'm still strange
I got money, why the fuck I need a chain?
What's your name? Where you from?
I wanna cum, so girl give me some brain
She said ""I wanna come, can I bring my friend Loraine?""
I said ""Okay, just put your face between her legs""
She got taste, I got class
I take them to school, put your ass in her face
So I can catch you talking shit on tape
I'm not a loser, I just like to be chased
[Hook]

[Verse 3]
Maybe I can get a little bit intelligent
Say some shit the kids will dig because it's relevant
Or maybe that'll blow your high too much
But I don't give a fuck cause I'm screwed up
I'm screwed up (x8)
Maybe if I rhyme ""booty"", with ""cutie"", and ""do me""
I can get a hit record on my iTunes and stuff
But I can't help the fact that my mind screwed up
My mind screwed up (x8)

[Hook]

Say the same shit 50 million times (It's a hit!)(x8)

[Hook]"
New Soul,Wale,"['hip hop', 'r&b', 'jazz']","[Hook]
I'm a new soul, I came to this strange world
Hoping I could learn a bit 'bout how to give and take
I'm a new soul, I came to this strange world
Hoping I could learn a bit 'bout how to give and take

BKS, Craig B., what's up? (It's the Best Kept Secret!)

[Verse One]
They used to call me the future
A month later say, ""Fuck it, I'm growin' used to him""
See they use me, then they the new me
Though I recite it like it Lucifer's loose leaf
But you ain't never pleased, maybe you should leave
And find a Newport and I don't mean no loosies
Nor Desi Arnaz, though many aren't as poetic as this though
Many on-sites claim prophetic, they is
Professing they found one ready as this
So tell me I ain't shit, go and embellish it a bit
But I never break a sweat, it takes effort to conflict
So if they better than the kid
I guess I'm Leftwich 'cause I still get to win
Dig? And what you heard is thunderin'
No Vince Young, I did superb on the Wonderlic
New Soul
[Hook]

[Wale talking over the Hook]
Go ahead and google the Wonderlic test. Ha ha
Shout out to all the Freshmen. Asher. B.O.B. Scotty, what's up?
Wiz Khalifia. Drizzy Drake. Wale

[Verse Two]
See, most sites will give me three and a half
Four on a good day, but this morning I missed a cab
So let me tell you about this guy
He hit me on AIM, I respond, he replies
Like, ""You sick Wale. Real talk, no shittin'
I love what you're doin'. I'm just hopin' you continue
Allow me to give you couple tracks that I'm pitchin'""
I decline for the moment he unfollows on Twitter
Huh?! Now ain't that a bitch or two
Sideways niggas keep tryin' to make them Bishop moves
Now concentrate until you get the Juice
But I'm done teachin' niggas though it's school
Nigga this class, nigga this cash
And I've been puttin' in work, nigga just ask
Hot 97, Y'all I was just at it
So you can see why they mad, look at they status
New Soul
[Hook]

[Verse Three]
Yeah, I never dreamed of a gift
And I've been uplifting the people I'm with
To speak from the soul and just leave it with them
With an impending mixtape that only seems like a myth
And things seem to conflict
New soul verses the O.G. it seemed as a hit
But it seems like a scene outta flick
It seems to remind me of a scene like this
Analyze and persist
I decided my pride is just why I resist
That's why I conflict with the why, when, and ifs
The Jiggas and the Tips
The Ems and the 50s
And I'm the fuckin' best, never mind if you iffy
So while the world goes Drake crazy
I'm Danny Granger
I'm just workin' with a different Pacer
Speed up, patience, please cause
Slow and steady wins this race
Fuck leadin'
New soul

[Hook]
[Outro]
Appreciate all the support everybody. I hope you enjoy the mixtape
DC Chillin'. PG Chillin'. Ha ha ha. Yeah!"
Um Ricka,Wale,"['hip hop', 'r&b']","[Intro]
L'hypocrisie dans la politique
Ce n'est pas bon. Ce n'est pas bon. Nous n'en voulons pas
Démagogie dans la politique
Ce n'est pas bon. Ce n'est pas bon. Nous n'en voulons pas
La dictature dans la politique
Ce n'est pas bon. Ce n'est pas bon. Nous n'en voulons pas

[Verse 1-Wale]
Made it out Naija with nothing in the bank
DC cabs got my pops alright
UDC where he met my mother
Couple years later they had my brother
Low income no bills getting paid
Not to mention Wale is on the way
It was just the four of us uptown corners
Peabody street venturing off Georgia
I never hugged no corner
That is not an ice-cream truck that's a coroner
Back when crack was enormous
Moved it to Maryland so that couldn't harm us
Thinking I was OK
Got in more trouble as I got up that age
And I was getting whipped at home in sixth grade
But it made me the man I am today, Thanks
[Verse 2-K'naan]
I was similar, plus I was born in middle of
Kill 'em up 'dishu make gore in the cinema
Steering up, trouble was pouring the villain up
Little nutjobs come swarming the village up
I was small with my skinny butt
Had to D up like all in a titty cup
Pop-pop, hit a mini mug
Shitty but I seeing brain getting splited-up
So they taught me to spray
But more importantly taught me to pray
Oh, mama got a visa
You mean to tell we goin' Um Ricka
Now they want me to grease-up, be less African and get amnesia
Nah! Slumdog Million G's up
My past gives M.C.s a rap seizure

[Verse 3-Wale]
And I'm similar
Critics fall in love when I'm spitting it
Flow unfuckwithable, niggas impotent
Mama was an immigrant, money slow coming in
No benefits still a nigga never hissy fit
This the land of the white man
We don’t plan it to pan out, why fight back?
I just write that right by a mic stand
Write a couple checks sip a couple y'all like that
It's my fact y'all are fiction with diction
Speak with conviction or we shouldn't listen
See with a District Columbia vision
Along with these Yoruba contact lenses
Oh yeah, pops got a visa
Think he regret coming to Um Ricka
Where they cherish gangsters and not teachers
And you believe when a rapper wan' be one
[Verse 4-K'naan]
K'naan and Wale got money in the bank
In the T.Dot I'm a soldier with ranks
Mark from Kingston was a gun runner
Used to call me the African Don Dada
Rap sheet was as long as a Sudanese brother
You ain't more street so go suck your mother
I'm fresh, and yes I rock my fedoras
Amadou & Mariam but still no chorus
I never said ""Oh, poor us""
Though horoscopes couldn't scope my horrors
Rappers please step forward
I'm a magician so please focus
It go 'Abracadabra'
Mixing potion from African forests
Oops, I'm so sorry
Just turned your street cred to whole-wheat porridge
Ha-ha K'naan, Wale

[Outro-Wale]
Aw man, it's been a ride
It's been a hell of a journey for me man
We started off just kinda passing around CDs
With uhh motherfuckin' sharpies written on the CDs
And now, you know, I'm a couple mixtapes in
Had, like, the mixtape of the year
A lot of people called it last year
So you know
You know how Jay-Z said he wasn't going for the charts
On Um, Deaf Auto-tune
Like I wasn't going for like mix-tape of the year
Or like monumental mixtape of the moment
Like, you know what I'm sayin'
It was more so like, I just want to get my rapping on
And with niggas want to get their rapping on
So let's get our rapping on"
Islands,Shakira,['pop'],"[Verse 1]
I don't have to leave anymore
What I have is right here
Spend my nights and days before
Searching the world for what's right here

[Verse 2]
Underneath and unexplored
Islands and cities I have looked
Here I saw
Something I couldn't over look

[Chorus]
I am yours now
So now I don't ever have to leave
I've been found out
So now I'll never explore
See what I've done

[Verse 3]
That bridge is on fire
Going back to where I've been
I'm froze by desire
No need to leave
[Verse 4]
Where would I be
If this were to go under?
It's a risk I'd take
I'm froze by desire
As if a choice I'd make

[Chorus]
I am yours now
So now I don't ever have to leave
I've been found out
So now I'll never explore

[Outro]
So now I'll never explore
See what I've done"
John Blaze,Fat Joe,"['hip hop', 'r&b']","[Verse 1: Nas]
My stripes show like regiments, military intelligence
Murder game, I leave no evidence, credentials
Go ask my pre-school, even talk to my old principal
He'd tell you how I used to pack a No. 2 pencil
Stabbin' students, grabbin' teachers, Catholics, preachers
In the school staircase, cuttin' class, passin' my reefer
In my own class, operation return, they tried to say
I was incompetent, not able to learn
The tables turned now, got my own label I earned
Like that nigga said in Dead Presidents, ""Money to burn""
Queensbridge, pay homage respect, Nas is a vet
Acknowledge the rep, polish baguettes
Niggas is this and that, I'm just the best
Puttin' all violence to rest
Between Latin Kings and blood, los sangres, blood in Spanish
So many thugs vanish, unite the system
To fight with inner street wisdom to help teach in prison

[Verse 2: Big Punisher]
My crew puff lye, anyone testin' Pun must die
Just give me one try, now you know you done fucked up, right?
Ha, you ain't got no wins in mi casa
¿Qué te pasa? You ain't even in my clasa
I hate a actor that plays a rapper
I'm Terror Squad beta kappa, everybody's favorite rapper
Grand imperial, college material, insane criminal
The same nigga who known to blow out your brain mineral
I reign subliminal inside your visual
Try to supply your physical with my spiritual side of this lyrical
I'll appear in your dreams, like Freddy do, no kidding you
Even if I stuttered, I would still sh-sh-shit on you
Soon as I chitter chatter, your shit'll shatter
I'm the kid out of the Bronx that'll stomp you to death like it didn't matter
I'm even better than before, iller metaphors
Killers bet it all on Pun 'cause one verse dead 'em all
[Chorus]
John Blaze
John Blaze
John Bl-Blaze
John Blaze
Johnny Blaze, ain't a damn thing changed

[Verse 3: Jadakiss]
Ayo, my attitude is subject to change
I mess around and spit twelve at the driver's side door of your Range
Six hit you, the other six up in your dame
Mafia style, leave you with your watch and your chains
So take heed that not only can I flow, I can aim
'Cause y'all misdemeanor niggas can't stand the reign
Better believe that whenever I see y'all, I'ma test you
Only 'cause I know that faggots respect pressure
Hardcore, like shit you get kicked out the yard for
Kiss ain't the cops, but I lock niggas up
You could meet me in my cell, I soap and sock niggas up
Far as the flow go, you could let your dough show
Put your money on the table, we could battle on cable
Y'all hot dog niggas get Nathan's
Fuck around with Jason, that shorty from The Lox, John Blazin

[Verse 4: Raekwon]
My son cool out (What), don't beef, yo, throw the tool out
Let's run these niggas, kidnap they work, make 'em move out
Crushed hash, hands is like glass, keep the heat in the dash
Did some dirt for some work, caught a gash
The flicker blocker, wicked sneaker rocker footwear
Strike me out, God, stackin' up joints, rack 'em like Footlocker
This is raw, raw like fuck kid, represent here to Crenshaw
Hold my words stronger than a Benz store
Relentless, the anthology consolidated with the quickness
Dress up in the wig and blouse, killer sickness
Lex imagination large, gold cards
Beat the bogus squad brains that connect, put on the Older God
Specialist, iciclist, Woolrich collar
Feelin' the rich, work for every dollar, don't snitch
That's why broke niggas who got heart, God, sign 'em up
Start the wind up, we John Blazin, don up in the line up
[Chorus]
John Blaze
John Blaze
John Blaze
Johnny Blaze ain't a damn thing changed

[Verse 5: Fat Joe]
It's simple mathematics, you gotta love us
'Cause Joey Crack plus gat equals a lotta dead motherfuckers
Just when you thought I was done, I recruited Pun
Terror Squad Enterprise, undisputed don
I'm from the slums where it's worse, bust with guns 'til it hurts
For fuckin' with my funds on the first
And go to church like a mobster
Discuss your death over shrimp and lobster with my Cuban partners
Lucas with the cartridge, twenty shot
Run up on any block, disrespect any cop
Used to run many spots, now I own shops
Gore-Tex with the lock, five sixty-four bills a pop
I'm hot, who wanna get burned?
I fire one in your knot and watch your whole fuckin' head turn
You best learn to parlay, I've had a hard day
Fuck around with the Don and get John Blazed

[Chorus]
John Blaze
John Bl-Blaze
John Blaze
Johnny Blaze ain't a damn thing changed
John Blaze
John Blaze
John Blaze
Johnny Blaze ain't a damn thing changed"
Look at Me Now,Chris Brown,"['hip hop', 'r&b']","[Intro: Chris Brown]
I don't see how you can hate from outside of the club
You can't even get in!
Hahaha
Leggo

[Verse 1: Chris Brown]
Yellow model chick, yellow bottle sippin'
Yellow Lamborghini, yellow top missin'
Yeah, yeah, that shit look like a toupée
I get what you get in ten years in two days
Ladies love me, I'm on my Cool J
If you get what I get, what would you say?
She wax it all off, Mr. Miyagi
And them suicide doors, hari-kari

[Chorus: Chris Brown]
Look at me now, look at me now (Oh)
I'm gettin' paper
Look at me now (Oh), look at me now (Yeah)
Fresher than a muh'fucka
[Verse 2: Chris Brown]
Lil' nigga, bigger than gorilla
'Cause I'm killin' every nigga that can try to be on my shit
Better cuff your chick if you with her, I can get her
And she accidentally slip and fall on my dick
Oops, I said ""On my dick""
I ain't really mean to say ""On my dick""
But since we talkin' about my dick
All of you haters say hi to it
I'm done

[Interlude: Busta Rhymes]
Ayo, Breezy
Let me show you how to keep the dice rollin'
When you're doin' that thing over there, homie
(Ayy, ayy, ayy, ayy, ayy, ayy)
Let's go!

[Verse 3: Busta Rhymes]
'Cause I'm feelin' like I'm runnin'
And I'm feelin' like I gotta get away, get away, get away
Better know that I don't and I won't ever stop
'Cause you know I gotta win everyday-day (Go)
See, they really really wanna pop me (Blow)
Just know that you will never flop me (Oh)
And I know that I can be a little cocky (No)
You ain't never gonna stop me
Every time I come, a nigga gotta set it
Then I gotta go, and then I gotta get it (Woo)
Then I gotta blow, and then I gotta show that
Any little thing a nigga think that he be doin' (Ooh-ooh)
'Cause it doesn't matter, 'cause I'm gonna da-da-da-da (Damn)
Then I'm gonna murder everything and anything
A ba-da-boom, a ba-da-bing, I gotta do a lotta things
That make it clearer to a couple niggas
That I always win and then I gotta get it again and again and then again
And I be doin' it to death
And now I move a little foul, a nigga better call a ref'
And everybody know my style and niggas know that I'm the best
When it come to doin' this and I be bangin' on my chest
And I bang in the East and I'm bangin' in the West
And I come to give you more and I will never give you less
You will hear it in the street or you could read it in the press
Do you really wanna know what's next? (Let's go!)
See the way we on and then we all up in the race
And you know we gotta go, don't try to keep up with the pace
And we strugglin' and hustlin' and sendin' in and gettin'
And we always gotta do it, take it to another place
Gotta taste it, and I gotta grab it
And I gotta cut all through this traffic
Just to be at the top of the throne
Better know I gotta have it (Have it)
[Chorus: Chris Brown]
Look at me now, look at me now (Oh)
I'm gettin' paper
Look at me now (Oh), look at me now (Yeah)
Fresher than a muh'fucka

[Verse 4: Lil Wayne]
Man, fuck these bitch-ass niggas, how y'all doin'?
I'm Lil Tunechi, I'm a nuisance
I go stupid, I go dumb like the Three Stooges
I don't eat sushi, I'm the shit
No, I'm pollution, no substitution
Got a bitch that play in movies in my jacuzzi, pussy juicy
I never gave a fuck about a hater
Got money on my radar, dressed like a skater
Got a big house, came with an elevator
You niggas ain't eatin', fuck it, tell a waiter
Marley said ""shoot 'em"", and I said ""okay""
If you wanted bullshit, then I'm like, ""¡Olé!""
I don't care what you say, so don't even speak
Your girlfriend a freak like Cirque Du Soleil
That's word to my flag, and my flag red
I'm out of my head, bitch, I'm outta my mind
From the bottom I climb, you ain't hotter than mine
(Nope) Not on my time, and I'm not even tryin'
What's poppin', slime? Nothin', five
And if they trippin', fuck 'em, five
I ain't got no time to shuck and jive
These niggas as sweet as pumpkin pie
CîROC and Sprite on a private flight
Bitch, I been tight since Guiding Light
And my pockets right, and my diamonds white
And my momma's nice, and my daddy's dead
You faggots scared 'cause I'm too wild
Been here for a while, I was like, ""Fuck trial""
I puts it down, I'm so Young Money
If you got eyes, look at me now, bitch!
[Chorus: Chris Brown]
Look at me now, look at me now (Haha! Oh)
I'm gettin' paper
Look at me now (Haha! Oh), look at me now (Yeah)
I'm fresher than a muh'fucka

[Outro: Chris Brown]
Okay
Okay
Is that right?
I'm fresher than a muh'fuc—!"
