song,artist,genres,lyrics
Ellen Degeneres,Lil B,"['hip hop', 'r&b']","[Intro]
Shouts out to Ellen Degeneres, feel me?
Swag! Lil B

[Chorus]
Ellen Degeneres (swag!)
Ellen Degeneres (woo!)

[Verse 1]
I feel like Ellen
Right hand Ellen
Big blank rang
But I feel like Usher Raymond
Put me on the couches
Interview my girlfriend
Swag, swag, swag, swag
Brang-dang-dang your girlfriend
Girlfriend look like Ellen
Chain like Degeneres
""Damn Lil B, you done came up!
Now you touring heavy and your show costs 30 Gs
Damn BasedGod, you doing everything""
And I still swag harder
Iced-out ring real big like a charger
Yeah, he tight, but I'm swagging harder
See me on the Internet, 10 million Youtube
950 MySpace, 10 million MySpace
Young BasedGod met a girl off of MySpace
Now I'm on TV like Ellen Degeneres
""30 thousand for his show: oh he's so generous!""
[Chorus]
Ellen Degeneres (swag!)
Ellen Degeneres (woo!)

[Verse 2]
See me on set at 10 o'clock
Practicing my lines, swag to the tenth
Backstage pass, VIP pass
Iced out ring, Iced out chain
Ellen Degeneres, you're so generous
Everybody shows up, everybody loves you
30 thousand Showtime, 20 thousand maybe
Ellen Degeneres: mamis go crazy
Name's Lil B but the girls call me Swayze
See me at the show, hair cut like a baby
Ask a hundred girls if they know what my name is
Lil B BasedGod, Ellen's so famous

[Chorus]
Ellen Degeneres (swag!)
Ellen Degeneres (woo!)"
Terrorist,Lowkey,"['hip hop', 'r&b']","[Intro]
So, we must ask ourselves, what is the dictionary definition of terrorism? The systematic use of terror especially as a means of coercion, but what is terror? According to the dictionary I hold in my hand, terror is violent or destructive acts, such as bombing committed by groups in order to intimidate a population, or government into granting their demands. So what's a terrorist?

[Hook]
They're calling me a terrorist
Like they don't know who the terror is
When they put it on me, I tell them this
I'm all about peace and love
They calling me a terrorist
Like they don't know who the terror is
Insulting my intelligence
Oh how these people judge

[Verse 1]
It seems like the Rag-heads and Pakis are worrying your dad
But your dad's favourite food is curry and kebab
It's funny, but it's sad
How they make your mummy hurry with her bags
Rather read the Sun than study all the facts
Tell me, what's the bigger threat to human society
BAE Systems or home-made IED's?
Remote-controlled drones killing off human lives
Or man with home-made bomb committing suicide?
I know you were terrified when you saw the towers fall
It's all terror, but some forms are more powerful
It seems nuts, how could there be such agony?
When more Israelis die from peanut allergies
It's like the definition didn't ever exist
I guess it's all just dependent who your nemesis is
Irrelevant how eloquent the rhetoric peddler is
They're telling fibs, now tell us who the real terrorist is
[Hook]
They're calling me a terrorist
Like they don't know who the terror is
When they put it on me, I tell them this
I'm all about peace and love
They calling me a terrorist
Like they don't know who the terror is
Insulting my intelligence
Oh how these people judge

[Verse 2]
Lumumba was democracy, Mosadegh was democracy
Allende was democracy; hypocrisy, it bothers me
Call you terrorists if you don't wanna be a colony
Refuse to bow down to a policy of robberies
Is terrorism my lyrics?
When more Vietnam vets kill themselves
After the war than die in it
This is very basic; one nation in the world
Has over a thousand military bases
They say it's religion, when clearly it isn't
It's not just Muslims that oppose your imperialism
Is Hugo Chavez a Muslim? Nah… I didn't think so
Is Castro a Muslim? Nah… I didn't think so
It's like the definition didn't ever exist
I guess it's all just dependent who your nemesis is
Irrelevant how eloquent the rhetoric peddler is
They're telling fibs, now tell us who the terrorist is
[Hook]
They're calling me a terrorist
Like they don't know who the terror is
When they put it on me, I tell them this
I'm all about peace and love
They calling me a terrorist
Like they don't know who the terror is
Insulting my intelligence
Oh how these people judge

[Bridge]
You think that I don’t know
But I know, I know, I know
You think that we don’t know, but we know
You think that I don’t know
But I know, I know, I know
You think that we don’t know, but we do

[Outro]
Was Building 7 terrorism?
Was nano-thermite terrorism?
Diego Garcia was terrorism
I am conscious the Contras was terrorism
Phosphorous that burns hands – that is terrorism
Irgun and Stern Gang, that was terrorism
What they did in Hiroshima was terrorism
What they did in Fallujah was terrorism
Mandela ANC – they called terrorism
Gerry Adams IRA – they called terrorism
Erik Prince Blackwater – it was terrorism
Oklahoma, McVeigh – that was terrorism
Everyday USA – that is terrorism
Everyday UK – that is terrorism, every day
Every day, every day, every day, every day, every day, every day

You think that we don't know know but we do..."
Times Up,Jadakiss,"['hip hop', 'r&b']","[Intro]
A-ha, uh, yeah, yo

[Verse 1: Jadakiss]
I'm the nigga with the perpetual oyster bars
Mother of pearl delivery, voice of God
And it's hard just being the boss
Being I can't go to jail 'cause them years'll cost me
Don't get me wrong, lay a nigga down if he force me
I'd rather just sit back and roll a Dutch
Think about how I'ma put the game in the cobra clutch
Think about how I'ma get the 'caine over customs
Never underestimate niggas or over-trust them, uh
Yeah, them Ms is right in my face
I just gotta throw my Timbs on and tighten my lace
If it don't jam, the TEC will spray
When I spit, everybody gotta split like pepper spray
'Cause I'm a nigga that hate to settle
And I'm a man of the Lord, but I still can't shake the devil
Moved away and still can't escape the ghetto, what?
[Chorus: Nate Dogg]
The time to talk is up, so bring the heat, playtime is over
While you're runnin' your mouth, I'm creepin' up over your shoulder
A gun, a knife, a bat, a brick, anything I can get my hands on
Call my bluff, start acting up and I'll leave you underground

[Verse 2: Jadakiss]
I know how to get my peers off me
Make 'em cry and die from high blood pressure 'cause tears are salty
It's a symptom if you bobbing your head, you know that he's sick
You know the flow is ridic', now throw him a grip
When I get it, you already know I'm throwing them bricks
Putting purple everywhere, daddy, I'm throwing them nicks
That's right, homie, you can't move me
I ain't going nowhere, I'm in the hood like bootleg movies
All you shooting is the breeze, a bootleg Uzi
I'm just waiting on a Q like Suzie, don't lose me
These penitentiary chances that I take
Should be able to get the mansion by the lake
But I invest my bread into something else
Into something else that'll make something melt
You just got to feel the kid
If not rap, for the fact of how real he is, what up?

[Chorus: Nate Dogg]
The time to talk is up, so bring the heat, playtime is over
While you're runnin' your mouth, I'm creepin' up over your shoulder
A gun, a knife, a bat, a brick, anything I can get my hands on
Call my bluff, start acting up and I'll leave you underground
[Verse 3: Jadakiss]
Niggas know the champ is in here
He took it from crack to rap, now he put out two anthems a year
And I just want to rock for a century
And then chase the book with the documentary
If you can't do nothing other than flow
Life's a bitch like the mother from Blow, let's go
Don't make me put your heart in your lap
Fuck riding the beat, nigga, I parallel park on the track
Hop out looking crispy, fresh and new
In the six, but it's a BM and it's Pepsi blue
And, I don't know you
But I know a man becomes a man from all the shit that he go through
Y'all ain't fuckin' with Jason
After I cash in, there's really no justification
Of how I'm gon' change the game, so don't get out of line
'Cause this little nine will change your frame, what up?

[Chorus: Nate Dogg]
The time to talk is up, so bring the heat, playtime is over
While you're runnin' your mouth, I'm creepin' up over your shoulder
A gun, a knife, a bat, a brick, anything I can get my hands on
Call my bluff, start acting up and I'll leave you underground"
In My Dreams Cudder Anthem,Kid Cudi,"['hip hop', 'r&b']","[Verse: Kid Cudi]
Yeah, yeah
What up, what up
You're in my dreams
I can have anything and everything I ever wanted, yeah
I can think of anything and everything I ever needed
Right here in my dreams
Everything is A-okay
I don't worry 'bout anything
'Cause every day, every day, every day is sunny
Here in my dreams now
Welcome, yeah
Welcome
You're in my dreams
This is a dream come true
Finding the perfect words to sing to you
Here in my dreams
Everything plays out
Exactly how I want them to
Everything turns out dope
Right here in my dreams
Welcome, yeah
Welcome
You're in my dreams now
[Narration: Common]
Long before we know ourselves, our paths are already set in stone
Some may never figure out their purpose in life and some will
There are a lot of us who are caught up in this hell we all live in
Content with being blinded by rules and judgment
We live in a world where it's more okay to follow than to lead
In this world being a leader is trouble for the system we are all accustomed to
Being a leader in this day and age is being a threat
Not many people stood up against the system we all call life
But toward the end of our first ten years into the millennium we heard a voice
A voice who was speaking to us from the underground for some time
A voice who spoke of vulnerabilities and other human emotions and issues never before heard so vividly and honest
This is the story of a young man who not only believed in himself but his dreams too
This is the story of the Man on the Moon"
Trapped in My Mind,Kid Cudi,"['alternative', 'hip hop', 'r&b']","[Verse 1]
You see I'm trapped in my mind, oh I'm, goin trippy
Oh I don't think I'll ever go
You see the walls are so high that I, couldn't climb them
So I don't know which way to roll
I feel I'm stuck in rewind, though I'm, lookin forward
Damn, I wish I knew what went wrong
Am I sick, am I ill? Man, my mental got me
Oh Lord, please help me pull through
Oh baby

[Interlude]
Oh why, oh why, ooh
Oh why, oh
Oh why, oh why, ooh
Oh why, oh

[Verse 2]
You see the sun seems to shine, when I, am not looking
Oh, it seems to trick every time
Things do get out of hand once awhile, inside my mental
Hey, I took one hell of a ride
When I see what is so, I know, I am not lucky
Yeah I like to pat my own back
It's a gift and a curse, since my birth I'm in a prison
Though I'm happy right where I'm at
[Chorus]
You see I'm trapped in my mind, and I, know it's crazy
Hey it's not that bad at all
When you think of the world, I know it's crazy
Hey I'm not that bad at all
I'm trapped in mind, and I, know it's crazy
Hey it's not that bad at all
When you think of the world, I know it's crazy
Hey I'm not that bad at all
Oh baby

[Interlude]
Oh why, oh why, ooh
Oh why, oh
Oh why, oh why, ooh
Oh why, oh

[Chorus]
You see I'm trapped in my mind, and I, know it's crazy
Hey it's not that bad at all
When you think of the world, I know it's crazy
Hey I'm not that bad at all
I'm trapped in mind, and I, know it's crazy
Hey it's not that bad at all
When you think of the world, I know it's crazy
Hey I'm not that bad at all
Oh baby
[Outro]
Hey I'm trapped in my mind baby
I don't think I'll ever get out
Ohh I'm trapped in my mind baby
I don't think I'll ever get out, yeah
Oh, I'm trapped in my mind, baby
I don't think I'll ever get out
I don't think I'll ever get out"
Lil Boy Fresh,Juelz Santana,"['hip hop', 'r&b']","[Intro]
Nah
Yeah le-leave the hissin in there, d-don't take the hissin out
We gonna keep this one all the way gangsta
I mean, you motherfuckers don't realize
How real this shit is man
I mean, people always gonna try and get over on you
But protect what's yours, protect your family
Protect what's right (You hear me)

This story starts off
Little boy black in the ghetto
No matter what he does it's back to the ghetto (ghetto)
No choice but to adapt to the ghetto, so he adapts to the ghetto
Yes, the crack and the metal
He takes no days off for gettin his cocaine off (off)
He ran back and fourth so much it pissed Jose off (Psssss)
Now Jose was the cocaine boss (boss)
Straight from Columbia, his cocaine soft (soft)
But Jose was out fuckin his sister
Hittin shorty off cuz he had love for his sister (Take that, Take that)
And shorty had no love for his sister
Cuz his sister would sniff up everything Jose gives her
But shorty had a plan for 'em both
Plus he was good at handlin coke, so Jose liked him
Problem was, he was pitchin for the dudes down the street (Who?)
You know, TJ, Big Boo and Malik (Word)
Malik is a killer, Boo is a killer (Yep)
TJ, well he's just another nigga
But, despite the fact (what), they didn't like the fact
That he was close to Jose and he might just rat
And being that, he was a pitcher here in the winter air (What happened)
They set it up to get him there and hit him there (Damn)
But shorty was smart
So before they got to, load and spark
He said, hold up, my heart (Hold up hold up) Please
Then he said, please, look up in my bag (Look)
There's cook up in my bag, it's all good up in my bag (Here)
And there's more where that came from
I get it from Jose, believe me, there's more where that came from
Yeah, he had 'em lost and the game won (won)
They let him go, yeah, thinkin he would let 'em know (What)
Where Jose was keepin that heavy coke
But instead he told Jose bout that (Bout that)
And we all know Jose bout that (Bout that)
Next thing you know he seen Jose slouch back (What)
In the chair, like ""There's no way out that"" (Nope)
He said ""Shoot em, I'mma blow they house back"" (Back)
Next day he sent the two way out town (And..)
And somebody blew they house down (Damn)
Jose think shorty on his side
But he don't know shorty on his side (Word?)
So shorty called Jose, like ""Listen (Listen)
It's going down I need more cocaine"" (Bring it)
So we met up (Met up), it was a set up
Guess who, TJ, Malik, and Boo sped up (Wow)
You should've seen the look on Jose's face
You never seen the look on old man's face (Nope)
Told him no man's great
And it's no man's place, to fuck wit no man's fam
Then he said ""Where's my sister 'fore I kill you""
The End
The story's over man (It's over man)
They all kinda end like that sometime too (Ya dig)
Ya see, I told the story cuz man, I kinda feel like
Every hood, everybody
Everybody got a Lil Boy Fresh around them somewhere
Whether it's right next door, across the hall
Up the block, down the block, around the corner
Huh, I mean ya see
Ya see we all see the same shit, Just through
Different eyes
You surprised? Don't be man
It's just real shit
Holla at cha'boy
DipSet
Ay!"
Gone,Juelz Santana,"['hip hop', 'r&b']","[Intro]
God will never put you in a situation that you can't handle
But you can definitely put yourself in a situation you can't handle
And some situations lead to death
Death is a mothafucker...ya dig?

[Verse 1]
Old timer want the block back, stop that
""You been gone too long"", the young nigga said
Lord knows, whats going through this young nigga's head
As the old timer stood and grilled him
Peeled off, shorty looked at his man
Touched his burner like ""I should've killed him""
Shorty in deep, but he don't care
But he don't know, these old timers don't play fair(Nah)
There he go, postin' on his strip again
Toast on him, niggas with him, posted on his shit again
(Uh-Oh) He acting like it can't and it won't happen
Old Timer 'bout to blow dust off that old cabinet
(Dust,Dust,Dust...) Where them guns is kept
These young niggas better show some respect (respect)
""I'll teach 'em a lesson"", he said to his self
As he proceeded to pull the lead from his shelf
Now he headed towards Shorty block, forty cocked
On his zip, on his shit, like he don't care who Shorty wit
But somebody saw him, before he got to Shorty
Shorty phone ring, somebody called him
Somebody warned him, ""He's coming, he's coming!""
Shorty replied, ""Somebody stall him!""
Then he crept up wit his goons and guns
Whispered in the Old Timer's ear, death's soon to come
[Hook]
They say hell is hot
Well, is heaven cold?
Know one ever knows til you Gone, gone, gone
And when you gone does your soul drift off to a better place
Or do you just forever fade
Away,away,away,away...like a bird when it's headed towards the sky, huh?
Or do you just die, huh?
Or do you just perish from the earth and if so, why?

[Verse 2]
Baddest bitch up on the block
Probably make a nigga cum as soon as she get up on the cock
She fuck with Tony don't she? (don't she)
Oh he's, not your average drug dealer, fa sho he's
Being watched by police, feds
Investigators, oh--can't forget the haters
Homegirl ain't got a clue what he do for a living
She just think she got a dude with a pension
She don't know this dude is a henchman
And he moves on dudes with the cruelest intentions
All she know she got a brand new Benz
And it's big enough for her and all her brand new friends (Damn)
There she go, all through the street with it
Dude in and outta town, she all through the street with it
We all know the street talk, we all know the street listen
Next day, she's missing....
(music stops, phone rings twice)
(man speaks)""Hello?""
(man on phone)""Hey nigga, I got yo bitch. Have a million sent up or she dead!""
(music resumes)
Damn--she in deep shit, and she did nothing!
I bet you she ain't see this coming, but he did
Cause he did nothing, he ain't pay (pay)
He told 'em keep that bitch, he okay
He got a wife and a kid, back home
And he don't care about the life that she live (Damn)
Now that's wrong (wrong)
But the story ain't over it drags on (aw man what happened next?)
They wind up beating her down
Breathless, he winds up fleeing the town, to the next bitch...
[Hook]

[Juelz]
And um, I say that to say this, a lot of people don't appreciate life until they're gone
I mean, a lot of situations can be avoided, you just gotta avoid 'em, ya dig?
These are just a few stories, man...there's a lot more where they come from
Just don't be one of them people I'm talking bout, ya know...."
Another One,Rick Ross,"['hip hop', 'r&b']","[Intro: Puff Daddy & Rick Ross]
(Puff Daddy) Ayo, turn out all the lights in the club
Grab your bitch, nigga
We here
(Rick Ross) We talking about new money, nigga. What you know about it?
(Puff Daddy) Rozay! Turn me up real loud
I want these niggas to hear me
Bugatti Boyz. Puff Daddy. Maybach Music, this Bad Boy, bitch

[Verse 1: Puff Daddy]
You niggas paranoid
I party getting money
I know I’m the shit: my janitor be getting money
I got a skyscraper, it’s a hell of a view
Got me closer to God, angel wings on my coupe
Pray for me, damn I grind everyday for it
If you see me riding in it, means I paid for it
Bugatti Boyz 1.8 fours
I got money baby I could order 8 more
Fuck the Forbes list lets tell the truth I ate more
I got a billion baby time to get 8 more
12 bedrooms, time to get 8 more
Stack up all the cases of Ciroc up on the 8th floor
[Hook: Rick Ross & (Puff Daddy)]
Got a hundred million
(its time to get another one)
How this Bugatti feel
(I may need me another one)
5 bad bitches
(just got me another one)
P. Diddy run the city
(never be another one)
5 mill cash
(and I need another one)
Rocking a different Rollie
(no this not the other one)
Stacking a number getting money
(nigga number one)
Real niggas run the city
(never be another one)

[Verse 2: Puff Daddy]
These haters speculate
They always watching mine
She know what time it is
Just like my watch line
My clothes line
The cologne bitch
I know you smell this money sitting on this throne bitch
I’m strong bitch
I own shit
Gave myself a ten digit bonus
I’m the money man, never financed
Go get this money baby, with yo fine ass
If ya nigga broke it’s time to get another one
If you bitch is tripping time to get another one
I’m Puff Daddy bitch there’ll never be another one
Bugatti Boyz forever one
[Hook]

[Verse 3: Rick Ross]
I feelin’ the money
I’m lovin’ the paper
Nigga hate in the 'hood
Took his ho to Jamaica
If I let down the top
Let the breeze in my beard
VIP is the spot, they playing musical chairs
My Columbian the man, holla, ""Beam me up shawty""
Got that money in the bag that can hold a fucking body
1.5 for this brand new black Bugatti
Jewels like I’m Slick Rick
Bally shoes ladi-dadi
I’m feeling myself, bitch you do the same
Fuck what I spend at the bar
You should see how I came
Keep my bitch at her best
With one foot in the trap
If I bust at your chest I bet that's a wrap
(take that)"
In The Ghetto,Busta Rhymes,"['hip hop', 'r&b']","[Busta Rhymes]
You know, my homey Treach from Naughty By Nature once said
If you ain't from the ghetto, don't come to the fucking ghetto
But I'mma let one of our most immaculate tour guides
Take us all through the ghetto - my nigga Rick James!

[Rick James - sampled from ""Ghetto Life""] + (backup singers)
When I was a young boy, growing up in the ghetto!
Hanging out on corners, singing with the fellas
Looking for the cute chicks, trying to find me big fun
Looking for some trouble, or anyone who'll give me some
I was young and crazy! (In the ghetto)
Didn't know what my life would be (In the ghetto)
I was dumb and oh so lazy (In the ghetto)
Something had a spell on me (In the ghetto)
You all know what I'm talking about (Talking about ghetto life)
(Talking about ghetto life)
You all know what I'm singing about (Talking about ghetto life)
Ghetto life (Talking about ghetto life)

[Busta Rhymes]
(In the ghetto) Sure we be taking them chances
While we search for the answers we be smoking them cancer sticks
Police provoking motherfuckers we dancing
And we be dodging them bullets they be popping off at us, shit
But yet we always romance the street
And fall in love with the hood until somebody come blast the heat
Always up to no good, so all of my fam could eat
See in the hood we hungry - hey nigga we playing for keeps
My soldiers on the block get on it
It be good if you flaunt it, we will take if we want it
See niggas from the ghetto got a different state of mind
With a different kind of hustle and we iller with the grind
And develop our muscle until we sicker with the shine
In the struggle, thus our money come quicker doing crime
I see the way we rep the hood, gotta love me
You can take me out the ghetto, but you can't take it from me
Gotta love it
[Hook: Rick James] + (backup singers)
(Talkin about ghetto life)
Ghetto life (Talking about ghetto life)
You all know what I'm singing about (Talkin about ghetto life)
Ghetto life (Talking about ghetto life)

[Busta Rhymes]
(In the ghetto) That's where we get into that street shit
Hustle hard, try to get money quick (In the ghetto)
That's where I got my name from
I learned to get money and I got all my game from (In the ghetto)
That's where you eat with a bunch of the wolves
And get to hustling as hard as you could (In the ghetto)
Until your cake stacking shit'll get good
Throw a block party for the whole hood (In the ghetto)
With them burnout cellys
Talk crazy, sell drugs in front of Pancho Deli
Crackhead chicks still smuggle babies in they belly
And then piss in elevators 'til the lobby all smelly (In the ghetto)
That's where I keep my ratchets
Get my instincts and survival tactics
Ain't nothing like the hood nigga, I don't care
You surviving in the ghetto you can make it anywhere
Gotta love it

[Hook]
[Interlude: Busta Rhymes]
To my East coast niggas - rep your ghetto
West coast niggas - rep your ghetto
Midwest niggas - rep your ghetto
Down South niggas - rep your ghetto
To my East coast niggas - rep your ghetto
West coast niggas - rep your ghetto
Midwest niggas - rep your ghetto
To my Dirty South niggas - rep your ghetto

[Busta Rhymes]
(In the ghetto) Even though they act rude
You'll always find a good chick to hold a brick for they dude
Behind the bullshit, me and my clique on the move
We honor the code of the street, and live by the rules (In the ghetto)
Is where, all of the hood's at
Find the most crooks and they sell the most drugs at
Where you find beautiful women and rugrats
And some of the most powerful people, I love that!
Come mon

[Outro: Rick James] + (backup singers)
(Talking about ghetto life)
You all know what I'm talking about (Talking about ghetto life)
(Talkin about ghetto life)
You all know what I'm singing about (Talking about ghetto life)
Ghetto life (Talking about ghetto life)
(In the ghetto)
""Never mind who you thought I was, I'm Rick James BITCH!"" {*applause*}
""Cocaine is a hell of a drug"""
Im Miley Cyrus,Lil B,"['hip hop', 'r&b']","[Intro]
Hey baby
You know what the fuck it is mayne
It's your boy Lil B in this motherfucker
Red Flame
Shouts out to my, uhh... girlfriend
You know what's up baby
Yeah

[Hook]
I'm Miley Cyrus (Swag)
I'm Miley Cyrus (Swag)
I'm Miley Cyrus (Swag swag)
I'm Miley Cyrus (Swag swag)
Cyrus, Cyrus (Swag)
I'm Miley Cyrus (Swag)
Cyrus, Cyrus (Woo)
I'm Miley Cyrus (Woo swag)

[Verse 1]
Left hand Cyrus (Swag)
Right hand iced-out (Iced-out)
All the girls love me (Yo)
All the guys hate me (Guys hate me)
Right hand, Cyrus (Hand Cyrus)
Girlfriend Cyrus (Friend Cyrus)
I'm Miley Cyrus (Swag)
Drive with no licence (Swag)
Toucan Sam ice (Swag swag swag)
Chain ultraviolet (Woo)
Young Based God used to date Miley Cyrus (Woo woo woo swag)
I look like Paris Hilton (Swag woo)
Chain Ellen DeGeneres (Woo woo)
Rang Mel Gibson (Woo woo)
Chain Jessica Simpson (Swag)
[Hook] (x2)

[Verse 2]
Where's Trace Cyrus (Swag)
I'm on the Waterfront (Swag)
Real hood shorty swagged-up to the maximum (Swag swag swag)
I'm in the suburbs (Swag)
Walking no security (Ohmygod!)
Left hand Cyrus (Swag)
Girls love my jewelry (Swag)
Right hand Cyrus (Hand Cyrus)
Young Based Cyrus (Based Cyrus)
Young Based God and my girl's Miley Cyrus (Swag swag swag)
Bentley cool driving (Swag)
10 thousand diamonds (Swag)
I'm Miley Cyrus
Party in the USA, ohmygod!

[Hook] (x2)"
Feel It in the Air,Beanie Sigel,"['hip hop', 'r&b']","[Intro]
My Spidey-Senses is tinglin'
Feel something (Got my radars up)
Doot-doot, doot-doot, doot-doot, doot-doot

[Verse 1]
Somethin' going on, I feel funny
Can't tell me nothin' different (Different), my nose twitchin' (Twitchin')
Intuition setting in like Steve vision (Uh)
I still close my eyes, I still see visions
Still hear that voice in the back of my mind (Mind)
So what I do? I still take heed, I still listen (Listen)
I still paint that perfect picture
I still shine bright like a prism, my words still skippin'
Through air, I know you can't, don't, won't get it (You square)
You niggas chose to ride that ship, sunk with it
I'm still afloat
I ain't the captain of the yacht, but I'm on the boat
I ain't acting what I'm not knowing that I don't
You niggas acting like you will, but I know you won't (You won't, man)
I read between the lines of the eyes and your brows
Your handshake ain't matching your smile, aha, you niggas foul
[Chorus]
I can feel it in the air
I can feel it in the air
I can feel it in the air
I can hear it in your voice
I can feel it in the air

[Verse 2]
I sit alone in my four-cornered room staring at hammers (Hammers)
Ready to go bananas
Two vests on me (Vests on me), two TECs, extra clips on me (Clips on me)
I know my mind ain't playing tricks on me (Damn)
I ain't schiz', homie (Homie), ain't nobody drop a mick on me (Mick on me)
It's like they trying to plot and sit on me
I hear this voice in the back of my mind
Like, ""Mack, tighten up your circle before they hurt you""
Read they body language (Body language)
Eighty-five percent communication nonverbal
Eight-five percent swear they know you, ten percent (You know they story)
Man, the other five, time'll show you, just know you
Then pull they strings, you the puppet master (Puppet master)
Fuck them other bastards (Man), man, watch who you puffin' after
Play your cards, go against all odds
Shoot for the moon, if you miss, you still amongst those stars

[Chorus]
I can feel it in the air
I can feel it in the air
I can feel it in the air (I ain't scared, nigga I ain't goin' nowhere)
I can hear it in your voice (Can you feel it?)
I can feel it in the air (Can you feel me?)
[Verse 3]
Can you feel the grim reaper floatin'? (Can you feel the grim reaper floatin'?)
Foul preacher quotin'
Scriptures from Revelation, was talk shit and got the devil waiting
Body gettin' stiff (Stiff), soul levitatin' (Levitatin')
Why do I speak blasphemy
Knowing one day that he'll ask for me? As for my sins
No one'll feel his wrath for me
I go through it, so you wouldn't do it after me
As for me, I'm still circling the block before I'm parkin'
Not bitching, I'm just still cautious
Same black parka
Same Uzi, extra clips, still clapping with that same Lorcin
Damn, I feel it in the air, you not sincere
Nigga, it ain't an ""us"" or ""we"" or a ""I'ma"" thing
It's a good-bad karma thing, this a song man of honor sing
I swear I feel something, honestly

[Chorus]
I can feel it in the air (I can feel it, I can feel it)
I can feel it in the air (I can feel it, yeah, yeah, yeah, yeah)
I can feel it in the air (Ooh, yeah)
I can hear it in your voice (Ooh-ooh)
I can feel it in the air (I can, yeah)
I can feel it in the air (Yeah, yeah)
I can feel it in the air (I can feel it in the air)
I can hear it in your voice (Ooh-ooh)
I can feel it in the air (Ooh-ooh-ooh)
I can feel it in the air"
Knock Me Down,King Los,"['hip hop', 'r&b']","[Los]
Can I get a Woosah please?
Though I'm cooler than a poolside breeze
They make me get so oog-a-lee
When they acting like the truth not me
Let me show these niggas who I be
I'm the new Ali, the future Jay go Los, you
Kobe, shoot your jay like Swiss, I'm Swiss, I'm switching modes
Diss these chicks to get this dough, I'm sick, I'm sick, I'm sick for sure
Schizophrenic with the flow, been busting rhymes since Busta's rhyme
Let me bust this rhyme trying to get some more
Baby sip this more, hit this Chris with this piff, try this ex
Drink this lean, try this crack, yup my swag as high as that
Your favorite rapper, he's a joke, nigga, I don't even smoke
I knocked on hip hop's door, no one was home, I had to leave a note
Like bitch, I'm here, this my year, disappear, go get some skills
I'm smooth, I'm cool, I'm slick, I'm chill
I'm dope, I'm fresh, I'm sick, I'm ill
Nigga, rap is mines, it's like these rappers mimes ’cause they ain't saying shit
I'mma need to talk to these rappers’ moms, what's on these rappers minds?
Why all these rappers lying? It's like a bunch of lies
All in these rappers lines, I leave these rappers schooled
Welcome to Swagger School and you ain't shit
Without the big whip and flashy jewels, I'm whatever's after cool
Then whatever's after that, I ain't on no funny shit
You the one I'm laughing at, L-O-L, O-M-G, your jealousy is showing me
That you could never grow to be as cold as me and vocally
My potency's Metallica, you Jodeci, pussy nigga ovaries, who over me?
I oversee from the U.S. to overseas and back again, platinum certified
I murder guys then burglarize from Swaggerville
Mass appeal, black Chevy, classic grill, black desey, bastard chill
You bugging the master still, you sucker get clapped for real
Now clap for real, applaud the King, I'm trying to bring my squad a ring
You Carl Malone, long and gone, bitch I gets my balling on
Watch what name you calling on and that's just a principle
Or you gon’ be in trouble like the principal just called ya home
Off the dome, pen or pad, iPhone it, Sidekick it
Write it in your Blackberry or ancient hieroglyphics
I kicks it doper, iller, lyrically Los a killer
And I done stomped the monkey shit outta most gorillas
‘Cause they just baby apes, heart made of plastic
Like some Bathing Apes, figure deal me real is real, fake is fake
Niggas lied on me, bitches stepped on me
Cowards hated on me, Diddy slept on me, Diddy-Diddy slept on me
It could of broke my spirits, I could of broke down
But I'm a nightmare, I bet these bitches woke now
Or die dreaming, I being fly meaning
Can't fall ‘cause I'm often sky walking, guys barking up the wrong tree
You can't one on one me, nigga, better zone me
Yeah, I kill at hype anger, I'm a life changer
And you so Ray J, you must like Danger
I tell these niggas that it's worse for the K
I just murdered this shit like First 48 and I'm gone"
