song,artist,genres,lyrics
I Know I Got Skillz,Shaquille O'Neal,"['hip hop', 'r&b']","[Intro: Shaq and Def Jef]
Yo Jef, why don't you give me a hoopa beat or something
Something I can go to the park to
Yeah, there you go, alright
I like that, I like that
It sound dope
Bust 'em in the eye, Shaq!

[Verse 1: Shaq]
You wanna fight? Come fight me!
I'll hit ya with the ""Wa-psh-psh-psh-psh-psh!"" See, see?
I get dirty after dark
I'll treat you like Spielberg, you'll get your ass kicked in in a park (Ooh!)
You don't believe me? The proof is in the puddin'
Been a boy in the hood way before Cuba Gooding
I flip scripts with the mad pa-style, freeze
(Shhh) Music, please!
I dribble rhymes like Basketball-em's
People call me E.T. (What's that, Shaq man?), Extra-Tallem's
You better than Shaq-tack, fool, shut up, liar!
I lean on the Statue of Liberty when I get tired
Than I'll punch you in the stomach, I don't give a heck
(Hey yo, why you booger hook like that?) Yo, she breath on my neck!
People walk around like, yo, they got charged!
But I'm big like Gorilla, 6'7 ain't large!
I kick rhymes like Moo Duk Kwan Do
I smoke-smoke the mic-mic like Cheech and Chong do
You don't like Shaq? Frankly, I don't give a damn
I know I got skills man, I know I got skills man
[Verse 2: Def Jef]
Surprise, look who's back, not a prize from a Cracker Jack
Look at that, it's Def Jef with the Shaq Attack
Flexin', I'll be crackin your back with the boom-boom bap
Pass that mic over here, you ain't gon' want it back
Everybody say I got fat, yep, but so did my wallet
Still ripping rhymes and dropping bombs like Khalid Muhammad
Do yourself a solid, don't flex, you go sex
You know the time, get the high-hat, the Rolex
The way I see, if I was wack like you, I'd be at me
The way I hold it down, you'd swear my name was Gravity
Def Jef with the funk, Def Jef don't front, you know how the name is spelt
I'm making it vital, and jackin' the title, fool, break yourself
Attack the track like Shaq on a whack broad
Coming up with the hits, and I'm coming down with the backboard
Don't fake the funk, just make the sound's up from the trunk
The reason your tape ain't hit the deck is because your hits don't bump
So get back, ain't no hassle, cause you ain't holding nothin'
Keep sticking around, you get beat down like you stole something
Sleep on me and the Shaq and jump your own hand
Cause I know I got skills man, I know I got skills man

[Ad-lib]
Ah yeah, yeah, y'all don't know nothing about this
The Shaq Man and The Arsenal
What's up like that?
Double XL in the nine-ohs kid
Skills to make mills
Big up, Flava Unit, Funky Town pros, upstate, yeah ??? ya large
So check this out Shaq man, we gon' let this beat play right here, let all
The brothers and sister know.....
[Verse 3: Shaq Diesel]
Nah, nah, let me continue
I'm a be like Pete Rock and see what's next on the menu
Mic-checka, the rim and rhyme wrecka, rocks from here to Mecca
(Boom!) Boom shack-a-lack-a-lack-a
I got a hand that'll rock ya cradle
Cream you like cheese, spread you on my bagel
My Ford Explorer boomin' with the trunk of funk
All you jealous punks can't stop my dunks
The brand new like Heavy, built like Chevy, Impala
But Shaq's a smooth balla
(Yeah, but what about rhymin'?) I can hold my own
Knick-knack, Shaq-attack, give a dog a bone
Rhymin is like hoopin', I'm already a legend
Back in the days in the food stamp section
Used to kick rhymes like, ""Baby, baby, baby!""
""Every once, every twice, three times a lady""
Is what I listened to, ridin' with my moms
How you like me now? I drop bombs!
When you see me, please tap my hands
I know I got skills man, I know I got skills man

[Outro: Shaq]
I'd like to give a shout-out to my boy Uzi, Def Jef, Little Swany, Meech
Ron Mac, and my other cousin Ron
This is another rough shot from the arsenal
And you know what? Booty rappers, stay booty
Ha-ha-ha, and we out
Ahhh ha ha ha ha
Ahhhhh ha ha ha ha
Ahhhh... sike!"
Get Ur Freak On,Missy Elliott,"['dance', 'hip hop', 'r&b']","[Intro]
Kore kara minna de mechakucha odotte
Sawagou sawagou
Headbanger
Hit me
Hit me (Hit me)
Hit me, hit me (Yeah)
Hit me
Give me some new shit (Yeah)
Give me some new shit (Yeah)
Give me some new shit (Yeah)
Give me some new shit

[Verse 1]
Missy be puttin' it down
I'm the hottest 'round
I told y'all mother— (Skrt), y'all can't stop me now
Listen to me now
I'm lastin' twenty rounds
And if you want me, nigga, then come on, get me now (Yes)
Is you with me now? (Yes)
Then biggie-biggie-bounce (Yes)
I know you dig the way I sw-sw-switch my style
Holla, people, sing around (Yes)
Now, people, gather 'round (Yes)
Now, people, jump around (Go)
[Chorus]
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your, get your, get your (Go), get your, get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your, get your, get your (Go), get your, get your freak on

[Verse 2]
Who's that bitch? People you know (Yes)
Me and Timbaland been hot since twenty years ago (Yes)
What the dealio? Now what the drilly, yo? (Yes)
You wanna battle me then, nigga, let me know (Yes)
Holla, got to feel it, son
Let me throw you some (Maut mujhko, yes)
People, here I come (Yes)
Now sweat me when I'm done (Yes)
We got the radio shook like we got a gun (Go)
[Chorus]
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your, get your, get your (Go), get your, get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your, get your, get your (Go), get your, get your freak on

[Verse 3]
Quiet! (Shh) Hush your mouth
Silence when I spit it out
(Hah-choo!) In your face
Open your mouth, give you a taste
Holla, ain't no stoppin' me
Copywritten so don't copy me
Y'all do it sloppily
And y'all can't come close to me (Yes)
I know you feel me now (Yes)
I know you hear me loud (Yes)
I scream it loud and proud (Yes)
Missy gon' blow it down (Yes)
People gon' play me now (Yes)
In and out of town (Yes)
'Cause I'm the best around (Yes)
With the crazy style (Go)
[Chorus]
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your, get your, get your (Go), get your, get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your freak on (Go)
Get your, get your, get your (Go), get your, get your freak on

[Outro]
Ichi, ni, san, ji"
Grove St. Party,Waka Flocka Flame,"['hip hop', 'r&b']","[Intro: Waka Flocka Flame]
Grove Street
Flocka

[Chorus: Waka Flocka Flame]
I got a whole lot of money, bitches count it for me
Bottles keep popping, that's why the bad hoes jocking
It's a party, it's a party, it's a party
It's a party, it's a party, it's a party
My partner on a pill, my other partner drunk
Roll up the loud, I'm trying to get fucked up
It's a party, it's a party, it's a party
It's a party, it's a party, it's a party

[Verse 1: Waka Flocka Flame]
I stepped in the club, rolling up that loud shit
My weed keep your security saying, ""Be quiet""
My bread just start a riot, the girls get excited
Hold on, want to try it? I'm like, ""Why not try it?""
My swag, they want to buy it, my juice, they want to try it
Club going stupid, when I O Let's Do It
Jewelry got her chewing, jugging and she moving
Grove Street villain, nigga, who you killing?
Broke two years ago, now I'm worth a million
Jacksons to the ceiling, that's how we balling
You know that I'm rolling, throwing up a mean bag
Now I'm off the meter, in the club with a heater
[Chorus: Waka Flocka Flame]
I got a whole lot of money, bitches count it for me
Bottles keep popping, that's why the bad hoes jocking
It's a party, it's a party, it's a party
It's a party, it's a party, it's a party
My partner on a pill, my other partner drunk
Roll up the loud, I'm trying to get fucked up
It's a party, it's a party, it's a party
It's a party, it's a party, it's a party

[Verse 2: Kebo Gotti]
A party ain't a party till I walk in it
Lime green flag match the fitted and the linen
Gucci shades are on my face and my lens kind of tinted
'Cause my eyes real low and my head just started spinning
I'm rolling like a motherfucker, I'ma roll out in this motherfucker
On my Roscoe Dash shit, I'm 'bout to show out in this motherfucker
My jewelry game on frost, about to snow out in this motherfucker
Ay, Flocka, get them burners, let's pull out in this motherfucker
Ay, motherfucker, what the hell is you rocking for?
Run up on me and my squad, now that shouldn't be an option, so
Somebody better let him know, I suggest that you let it go
This is Grove Street party, safe niggas, hit the exit door

[Chorus: Waka Flocka Flame]
I got a whole lot of money, bitches count it for me
Bottles keep popping, that's why the bad hoes jocking
It's a party, it's a party, it's a party
It's a party, it's a party, it's a party
My partner on a pill, my other partner drunk
Roll up the loud, I'm trying to get fucked up
It's a party, it's a party, it's a party
It's a party, it's a party, it's a party
[Verse 3: Waka Flocka Flame]
Rolling off them beans, you can do the lean
Blowing on that loud purp, pass that Bobby Brown back
The hood got my fucking back, the streets, I'm not ducking that
Please step the fuck back, Grove Street, yes, we are back
Hood plus I'm nigga rich, every ghetto feeling this
20 on my right wrist, 30 on my left wrist
100 on my neck, I'll die for my respect
20-fucking-10, I'ma blow the whole check
In the club, flex, after party, flex
You know how we ball, all I know is ball
Every dollar in my pocket, I'ma spend it all
When a nigga die, they gon' say shawty raw

[Chorus: Waka Flocka Flame]
I got a whole lot of money, bitches count it for me
Bottles keep popping, that's why the bad hoes jocking
It's a party, it's a party, it's a party
It's a party, it's a party, it's a party
My partner on a pill, my other partner drunk
Roll up the loud, I'm trying to get fucked up
It's a party, it's a party, it's a party
It's a party, it's a party, it's a party"
100 Years,Plies,"['hip hop', 'r&b']","[Intro]
My nigga e'erytime I think this shit gettin' rough out here
For me my nigga... I just remind myself dog Monday through
Friday homie... From 8 in the mornin' to 5 in the evenin'
Dog... It's some niggas in the court room 'round the country
My nigga... Fightin' for they muhfuckin' lives dog... The
Crackers bannin' niggas e'eryday my nigga

[Verse 1]
My dog went to court today they gave him fifteen
Cracker banned my lil' nigga he was se'enteen
Young nigga don't even know what all that time mean
Pussy ass crackers done shattered my nigga dreams
They holl'in' mandatory they want him to do the whole thang
Nigga showed up in court on my dog and did his thang
Nigga did my nigga now I got to bust his brain
Nigga woulda did me my dog'd do the same
His lady callin' me cryin' and now I feel her pain
Tired of losin' all my niggas to the chain gang
In thirty minutes a nigga whole life can change
Cracker over sinister niggas when this shit gon' change?
[Hook]
Pussy ass cracker give a nigga a hundred years
Have ya mama leavin' out the courtroom in tears
Crackers don't love to have a nigga breathin' for real
Take a nigga life from him they don't know how it feel
Pussy ass cracker give a nigga a hundred years
Have ya mama leavin' out the courtroom in tears
Crackers don't love to have a nigga breathin' for real
Take a nigga life from him they don't know how it feel

[Verse 2]
Ain't talked to my dog yet but I know he sick
Next fifteen years of his life behind a fence
Cracker find a nigga guilty and hit him wit' the bench
Gave one of my dogs twenty-seven on his first offense
The time they givin' the nigga for the crime ain't makin' sense
They jacked the number up now it's eighty-five percent
They did that to make you fuck niggas out here snitch
And put conspiracy in the game to railroad the click
And crackers feel like niggas ain't got no common sense
A nigga paper ain't right they banned him off the rip
A public defender don't get you shit but a long trip
And judge sentencin innocent niggas without a guilt

[Hook]
[Verse 3]
How in the fuck can fo' birds get you a life sentence?
But give a cracker seven years for money launderin' millions
Shoot a nigga in the leg they sentence you like you killed 'em
Cracker catch you wit' that iron and put you under the buildin'
You a nigga that mean you guilty 'til proven innocent
Money talk and bullshit walk a thousand miles
You ain't got a paid lawyer then don't go to trial
Crackers owe each other favors, they'll swap ya out
""You give us him, we'll give you him"" know what I'm talkin' 'bout
Nigga took thirty years on a cop out
The fuck you get thirty years for breakin' in a bitch house?
Crackers playin' a dirty game boy this shit wild

[Hook]"
Beautiful Mistake,Keri Hilson,"['pop', 'r&b', 'jazz', 'hip hop', 'blues']","[Intro: Voicemail & Rob]
Please leave your message for ""me.""
Record your message after the tone
Yo, what's up K? umm, it's your boy Rob. You know I ain't heard from you in a minute. I'm tryna see whats good with you. Hit me back

[Verse 1]
I follow my heart
But every time I do, it gets me lost and left in the dark
But I think it's clear this time, I guess we're just not compatible
You pick me up, you let me down, you give me nothing to fall on Yeah, yeah

[Pre-Chorus]
Damn, I wish that cupid's arrow never hit
Never went through me, through me
I wish we never crossed the line
I wish I never gave you this booty, ooh wee
It ain't 'bout no other, better friends than lovers
Let's just call this what it is babe, what it is babe

[Chorus]
Bet you never thought that I would say
We were a beautiful mistake
And it is what it is
Can't say it no other way
We were a beautiful mistake
And it is what it is
Damn, I wish I could stay
But we were a beautiful mistake
Boy, you know I'm gonna miss you by my side
But it is what it is
Aww, baby
That's what it is what it is
Aww, baby
[Verse 2]
You followed your heart (Your heart)
It lead you to me, but in reality, I don't fit the part (The part)
We gave it a roll, but it flew outta control
Now don't get me wrong
What we had was good, I really thought we stood a chance
But that love quickly passed

[Pre-Chorus]
Damn, I wish that cupid's arrow never hit
Never went through me, through me
I wish we never crossed the line
I wish I never gave you this booty, ooh wee
It ain't 'bout no other, better friends than lovers
Let's just call this what it is babe, what it is babe

[Chorus]
Bet you never thought that I would say
We were a beautiful mistake
And it is what it is
Can't say it no other way
We were a beautiful mistake
And it is what it is
Damn, I wish I could stay
But we were a beautiful mistake
Boy, you know I'm gonna miss you by my side
But it is what it is
[Post-Chorus]
Time to hang it, if you breaking up, keep your head up
That's what it is what it is
Time to hang it, if you breaking up, keep your head up

[Bridge]
Ain't no use to fight it, 'cause it's understood
We both know we tried it, but it didn't turn out good
Ain't no use to fight it, while it's understood
We both know we tried it, but it didn't turn out good

[Outro]
Don't you see that we're just a beautiful mistake?
That's what we are
Don't you see that we're just a beautiful mistake?
That's what we are
Don't you see that we're just a beautiful mistake?
That's what we are
Don't you see that we're just a beautiful mistake?
That's what we are
Don't you see that we're just a beautiful mistake?
That's what we are
Don't you see that we're just a beautiful mistake?
That's what we are
Don't you see that we're just a beautiful mistake?"
What U Doin,Chris Brown,"['hip hop', 'r&b']","[Intro: DJ Drama, Big Sean]
Drama!
What you doin'? Huh, bullshittin' (DJ Babey Drew)

[Verse 1: Chris Brown]
Nigga, why you mad? (Uh) You know we bullshittin' (Uh)
I like my cars how I like my broads, top missin' (Uh)
Made full of liquor and faces full of DNA (Yup)
And me and Sean came to party, so it's TNA

[Interlude: DJ Drama, Big Sean]
Hold up CB
Now Chris came to me and said, ""Drama, let's do In My Zone 2""
I said, ""The heck, man? Come on, work the album though, what you doin'?""
He said, ""All this, we just bullshittin', man""
You know why?
We in our zone, baby
Shout out to Big Sean
What you doin'? Huh, bull—
Uh-oh
[Verse 2: Chris Brown, Big Sean, Both]
Nigga, why you mad? (Uh) You know we bullshittin' (Uh)
I like my cars how I like my broads, top missin' (Uh)
Made full of liquor and faces full of DNA (Yup)
And me and Sean came to party, so it's TNA
I go to war for that money, I'm a Green Beret (Uh)
I got that cash flow, nigga, I just need to save (Uh)
Call me birdman, flock full of chickens (Ha)
What you doin'? Huh, I'm bullshittin'
You get paid, no, never mind (No)
'Cause by the time you see me
Been seein' your girl like hella times (Yup)
And she might say your name but she yellin' mine
You a sucker, you a lame, I'm a veteran, ha
I do my thing, dirty-dirty
I'ma be the reason why they actin' flirty
1:30, kinda early
They callin' me Tiger 'cause I'm gettin' birdies
And I'm a birdman, whole flock of chickens
Nigga, what you doin'? Huh, bullshittin'
Nigga, hold up, the track done blowed up
My flow sick as shit, I think I throwed up
What up my nigga, Sean? We rockin' all these ladies
And we responsible for after the show, all these babies
You know it's G.O.O.D. music, CBE I do-do it
Poo-poo on that track and I be shittin' on them, vomit fluid
Call a coroner, nigga, good riddance
What you doin'? Bull—"
Troublemakers,Ghostface Killah,"['hip hop', 'r&b']","[Intro: Raekwon]
For real? Can I get a juice, lord?
Yeah, yeah... yeah, squad niggas boy, for real
Uh-huh, forreal, man, word, open the door, man
Hustle flow shit, yeah, aiyo, pass the cigar, lord
Come on, man, stop playing, man

[Verse 1: Raekwon]
We in the cabin playing backgammon, gorilla monster slammers
Brothers hire us, try us you gon' die, son
Green medicine, blow veterans
Run in Adidas store, six more velours, drawers feather skin
Haircutted up, hollering, seven through three sixes
No, we ain't the devil, where ya llama, dick?
Can't stand the other side, niggas know we rich, we color guys
Loose up your mother, true lullabies
Gangsta ever readies, take off my shirt, no batteries, nigga
Just one mean magnum killer
Snowmobiles jetting out the Timber, feel Chef altitude
Yo, I can't breathe, check the splendor
Brazilian honey dip, I'm on my rifle day, nigga
Times is roughing, Timberland cuffing
One knee up, G up all the re-up
Hope we can pull it back, my throat my only weapon
Blow the beat up
[Verse 2: Ghostface Killah]
Stuff Brillo pads in the rat holes, reduce that faggot-ass nigga
Who wanna jump like a frog to a tadpole
Gag it up, sliding through the ER, batted up
A tube in your dick, you can't piss when standing up
Hands is shaking, doctors is taken to operating
""Nah, he might not live!"" So they start debating
You in bad shape, in the neck of New York
Your slithering ways, lay with you a bad snake
Smash bake, eight stab holes in your shoulder blades
You wilding on the stretcher and shit, they trynna hold your legs
Nah don't hold his legs, tell that bitch ass nigga to chill
Put something in his meat like bolognese
Got gophers that sleep in the woods, Carhartt down
Padlock your bow-legged spot, where your rocks now?
You ain't moving no crack, you'se a moving ass rat
After you lay up in that morgue, I'ma fuck your back
Yeah, nigga, die slow with your smirk on
Night-night lights, dim it down, get your mirk on
Later I see you in hell, get your burn on
Filled with embalming fluid, get your sherm on

[Verse 3: Redman]
My sherm on in the hood when I ride by
My eyes looking like I learned how to skydive
The world is yours, there's rules you abide by
Ride with the fly guy on I-95
They said a nigga return, but I never left
I told Big L through me, he could resurrect
I'm that nigga like Puff in L-O-X
I took one L and life is still Double X
Brick City where I breathe all the trees at
The E's in M&M's, I need a Relapse
And bitches, grab my mic, give me feedback
Reggie you an asshole, baby I be that
Yeah, I get cocky when the beat pumping
You know you doing it when your tire lip running
I keep a freak and I call her chicken McNugget
'Cause this Superbad nigga, she McLovin'
[Verse 4: Method Man]
Fiends get killed in my hallways, we parlay
My feet been killing me all day
Your boy down for lot, like them killas in RahWay
It's all work and no play
'Cause this block ain't nothing like Broadway
Revenge is sweeter than sorbet, you all become believers
Once this heaters in your face, just a part of my feng shui
Ya'll don't want no part of the gun spray
I would hate to pull it and one stray
That's where the innocents by stand
We trapped inside these tenements like damn
Why mama tryna feed us this spiced ham?
Connects trynna cheat us with light grams
Co-defendants try to lighten they sentence
Snitching to white man
Turned state evidence, fam, we ain't jellin'
Felons ain't felons no more, they straight tellin'
Ain't nothing worse than a rat, you can't smellin'
And ain't nothing worse than a trap you can't sell in"
Every Chance I Get,T.I.,"['hip hop', 'r&b']","[Intro: T.I.]
Real talk, true story (uh-huh)
No nuts, no glory (uh-uh)
Y'knowmsayin? (Real talk)
Ay dawg (yeah yeah)
I'mma tell you like this

[Hook: T.I.]
Hey I'm so raw, and I'm so rich
And you so flawed niggas ain't 'bout shit
I'll take yo' broad, I can fuck yo' bitch
Know that I'm gon' ball every chance I get
Every chance I get, real talk, no shit
Every chance I get, make money on this
I'll take yo' broad, I can fuck yo' bitch
Know that I'm gon' ball every chance I get, every chance I get

[T.I.]
They say it's lonely at the top, but I don't feel lonely
Got my homies out in Hollywood so I don't feel phony
Ain't another nigga colder, cribs all over
Flash-in-pan, these other rappers catch a number, Coca-Cola
I'm exceedin expectations, you barely meetin quota
I give it to 'em straight, you cut it with baking soda
You said I ain't Zone One, nigga ha, that's a funny one
I'm King like my 3 year-old, Major like my youngest son
Got one named Domani, so you know what I'm gettin (guap)
Deyjah and Neek-Neek and Messiah like ""Daddy, get 'em""
Got an angel named Leah here to keep me outta prison
And my partner Jason Geter to help me see about a billion
Listen; Grand Hustle, best respect this vision
My records sell about a million, but shit that just the beginnin
What with Club Crucial and Grand Hustle film division
Multiplication to get the paper, I let the clique do the division
Break bread, StreetCred.com makin a killin
Plus ""A King of Oneself,"" high fashion, I'm flashin
I'm, ready for whatever though, trained to go you better know
Put dick up in whoever ho, let 'em know
[Hook]

[T.I.]
I gotta thank my lucky stars cause it came so far
Dope game, rap game, 'bout the same so far
Brag about your lil' Benz, nigga that ain't no car
I got some shit in my garage that requires a chauffeur
High as gas is, the country at war and people are starvin
And I pay a million dollars for Ferraris, retarded, huh?
Sorry bruh, been addicted to ballin since I started up
See ten hoes, get 'em all to fuck cause they know this dough stack tall as fuck
Nah, it ain't that I'm rich that they hate so much
Least I could do it, not rub it in niggas face so much
So I'm tryin now while I'm rhymin not to brag about the island
Or the crib in Hawaii where all the walls slide in
House is wide open, we could bring the outside in
I think you should hear about it, but fuck it I'll be quiet
I just spit it how I live it homie I don't be lyin
Would it make you feel better if I put my pockets on a diet?
If I made less money, started to dress bummy
Would the haters and the critics have more respect for me?
Should I downgrade the crib and the way I live?
Now how about I don't and we just say I did, nigga

[Hook]
[Outro: T.I.]
Ay say homeboy
It's real talk comin at you live and direct homeboy, you dig that?
Heh, you could hate all you want partna
I'mma give you somethin to hate on, bitch nigga
Ha ha! Grand Hustle, you understand?
DJ Toomp you did yo' muh'fuckin thang as usual
Ay-hey look, P$C partna, Pimp Squad Click
Ay, Big Kuntry you up next homie
It's the king, BITCH!
Yeahhhhhh, they say I ain't Zone One, bitch nigga
My grandmama been livin on Center Hill 43 years, ho-ass nigga
You understand that? Nigga come meet me nigga
See me nigga! You know?
Why niggas gotta wait 'til a nigga got the police watchin you
And start kickin that fuck shit, you know?
You know how I get down, you know what it was nigga
You know you don't wanna see me, bitch nigga!
Yeahhhhhh, AY!

[Hook]"
Still the Reason,Cam'ron,"['hip hop', 'r&b']","[Verse 1: Cam'Ron]
Unh, yo, more then ten birds, I'll serve it to 'em
Broke niggas, huh, I'm allergic to em
Like Aaliyah, listen I'm one in a million
Elevator in the house, you ain't got one in yo buildin'
He walkin up five flights
Nope! Couldn't be my life
Used to be, then they got sideswiped
Te-ne-ne te-ne-ne, highlights!
Hit the highway, hard like a prize fight
Dope tan, oh man, yeah and the pies white
AK, mase lift, that's the basics
The base thick, taste it, no need to bake it
The bracelet, look down - matchin the Asics
Hey pricks, say it, I'm yo favorite
Coupe de Ville stupid ill, yep and the suede thick
New York Post, I'm usually on page six
Not the lottery but you gon take six
I see ya girl and I wave like ""Heyyy bitchhh!""
They say I'm sorta crazy
I 'ont know, maybe its something in the water babyyy
[Hook: Cam'Ron]
Jyea, jyea, jyea, jyea it's Killa Season
Scrilla is still the reason
Jyea, jyea, jyea, jyea it's Killa Season
Scrilla is still the reason

[Verse 2: Cam'Ron]
Yo, we beat the first trial, fuck the appeal
If not, it get ugly like Seal
Nigga tried to front on me like ma won't dump for me
But I'm by myself, my mother said no company
So I got the pump on me, comfortably
Hunger? Please!
Fuck that - a hundred thou in the dungarees
Niggas hate life, I love the world
Got hood bitches, down to Cover Girls
Check the magazines, I'm on the cover girl
Makin ma mad girl say brother earlll
Yeah, throw up, then I looked at em like ""Grow up!""
Check the jewelry, it's a bit risky
R. Kelly edition, yeah the shit pissy
Yeah I git busy, this how busy git
9, techs, macs, wit the fifty clip

[Hook: Cam'Ron]
Jyea, jyea, jyea, jyea it's Killa Season
Scrilla is still the reason
Jyea, jyea, jyea, jyea it's Killa Season
Scrilla is still the reason
[Verse 3: Cam'Ron]
Yo when it come to beef, I'm effortless
Get ya trenchcoat, it's treacherous
Remember this, I'm one that you never diss
The professional, slash terrorist
Write ya name down, put it on a special list
When it come to murder, we specialists
I been winnin so long, they had to hate it
When I say ""necklace"", decapitated
Coke and coffee, yeah, decaffeinated
How you gettin money, and he aggravated?
Nigga fascinated, two girls masturbated
Pulled the whip out, left lacerated

[Hook: Cam'Ron]
Jyea, jyea, jyea, jyea it's Killa Season
Scrilla is still the reason
Jyea, jyea, jyea, jyea it's Killa Season
Scrilla is still the reason"
Stop Being Greedy,DMX,"['hip hop', 'r&b']","[Intro]
Uh-huh, uh-huh
Uh-huh, uh-huh
Uh-huh, uh-huh
Uh-huh, uh-huh

[Chorus]
Y'all been eatin' long enough now, stop bein' greedy
Just keep it real, partner, give to the needy
Ribs is touchin', so don't make me wait
Fuck around and I'm gon' bite you and snatch the plate

[Verse 1]
I could flip that flow, I could stick that ho
I could get that dough, you know I'm with that, yo
Ain't a thing about the shit I came through I haven't seen
But when it gets dark, it's like a nigga's havin' dreams
Or nightmares, the light dares to desert me (What?)
Got me like everybody wants to hurt me (What?)
Paranoid, so I strike out at whatever (Uh)
The closest thing to me is gonna get it, but never
Will I kill? I think death is wrong
So I'ma keep holdin' on 'til what's left is gone
You could put that on my nigga Boom
These other rap cats will give a nigga room
But if it calls for me to force my way in the door
Headhuntin' motherfuckas, stay on the floor
Four-four, that's what I get sick with (Grr)
Four more, now all this is liquid (Grr)
[Chorus]
Y'all been eatin' long enough now, stop bein' greedy
Just keep it real, partner, give to the needy
Ribs is touchin', so don't make me wait
Fuck around and I'm gon' bite you and snatch the plate
Y'all been eatin' long enough now, stop bein' greedy
Just keep it real, partner, give to the needy
Ribs is touchin', so don't make me wait
Fuck around and I'm gon' bite you and snatch the plate

[Verse 2]
I thank the Lord everyday that I'm blessed with a gift
I'm the best, so unless you wanna rest with the stiff
Don't touch that, uh-uh, leave it alone
When you walk past the doghouse, leave it a bone
Dogs bite, dogs fight, dawgs knife
Scratch, shake, and hold all night
So when you hear the—, start runnin'
'Cause when you hear the—, I'm comin'
But I don't like drama, so I stay to myself
Keep focus with this rap shit and pray for the wealth
I want the money, give me the honeys with big asses
The most expensive champagne you got in big glasses
I'm drunk so I'ma bash his head wide open
Beggin' me to stop, but at least he died hopin'
Didn't get his wish, and now he's a dish for the pack
Two glowin' red eyes, everything else is black
[Chorus]
Y'all been eatin' long enough now, stop bein' greedy
Just keep it real, partner, give to the needy
Ribs is touchin', so don't make me wait
Fuck around and I'm gon' bite you and snatch the plate
Y'all been eatin' long enough now, stop bein' greedy
Just keep it real, partner, give to the needy
Ribs is touchin', so don't make me wait
Fuck around and I'm gon' bite you and snatch the plate

[Verse 3]
When the sun is up, the gun is up on the shelf
And all the runners up are thankin' me for their health
Hopin' that they not around when it gets dark outside
Sun's goin' down, you hear the bark outside
Locks off the cage, gauge with the buck shots
Faggot, you've been lucky all day, that's when your luck stops
One drops, then another and another
Gun pops, goin' through you and your mother
When does it all end? I found a friend in a dog
'Cause fuckin' with these cats will send a friend to the morgue
Many questions, no answers, just stress
Try to hold my head and remember that I'm blessed
With the curse and it gets worse as time goes by
Can't see straight 'cause I'm so high
Why ask why when you know?
Nigga, when it's your time to go, you go
[Chorus]
Y'all been eatin' long enough now, stop bein' greedy
Just keep it real, partner, give to the needy
Ribs is touchin', so don't make me wait
Fuck around and I'm gon' bite you and snatch the plate
Y'all been eatin' long enough now, stop bein' greedy
Just keep it real, partner, give to the needy
Ribs is touchin', so don't make me wait
Fuck around and I'm gon' bite you and snatch the plate
Y'all been eatin' long enough now, stop bein' greedy
Just keep it real, partner, give to the needy
Ribs is touchin', so don't make me wait
Fuck around and I'm gon' bite you and snatch the plate
Y'all been eatin' long enough now, stop bein' greedy
Just keep it real, partner, give to the needy
Ribs is touchin', so don't make me wait
Fuck around and I'm gon' bite you and snatch the plate"
What It Is,Jadakiss,"['hip hop', 'r&b']","Game wasn't half bad until the faggots came
Got the weed man meeting me at baggage claim
Been the same way never has the status changed
So when I tell you I love you that explains
Why I'm trying to get the pesos, moving the ye slow
Sam Quentin bars with the Pelican Bay flow
Tougher than a lackey, chucks and the khakis
Representing for niggas chino to ??? ???
Sales took a decline I got the dope workin'
Who else better to be the hood spokesperson
Knife to the neck got your throat squirtin'
Hopefully you dead on arrival closed curtains
Ya, I'm a be in the red faded
Rip a Dre track like I was there when he made it
Everywhere you look I'm right there and you hate it
If it's good then cop it I don't care what the weight is
It could happen so don't chance him
I make goon music and they all anthems
Some niggas pay bills some niggas pay ransoms
I don't just sell my bricks I advance 'em
I don't just break new artists I enhance 'em
Any time I'm with the devil I'm dancin
Ya, I got extra jewels on
A lot of these niggas be pussy plus they move wrong
That's why they be the dudes that get moved on
Big picture of them when they turn the news on
Work comin from The Bay and from Towson
In case a nigga get in the way you know what to do to 'em
Move on to the next mission
I'm gettin money though nah I ain't set trippin'
I'm just sayin that's what it is
You ain't going to have a problem paying if you love the kids
Bar shit homey
In the Beverly center with the four fifth homey
I was holding a cig
East side 400 strong over the bridge
Dust jewels too powerful to go in the fridge
I'm a go in your girl's mouth then go in her ribs
Besides money I ain't bring shit
Except for the 3 piece and the wing tips
Pockets square and the ????
You know what it is, it's that time Lord"
